player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Ezra Odinjor,170074,ED,UAB,12,10,0,321,0,,,3.8,,,0,0,,59.9,0,,100.0,1,0,0.0,0,2,20.0,53,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,6.6,4.0,4.0,0,0,0.0,44.3,0,13,33.3,1,0,110.4,2,8,80.0,121,0,2,2,0,21,9,2.6,10.5
Rueben Bain Jr.,170082,ED,MIAMI FL,13,4,0,220,0,,,1.9,,,0,0,,58.8,1,,100.0,2,0,0.0,0,2,50.0,103,3,0,0,0,0,0,0.0,,0,2,4.0,0.0,0.4,,1.0,0,0,0.0,76.5,0,,28.6,2,0,39.6,0,1,25.0,274,8,3,1,0,0,0,0.0,
Malik Bryant,170083,ED,MIAMI FL,2,1,0,220,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.9,0,,0.0,0,0,0.0,0,1,100.0,13,0,1,0,0,0,0,0.0,
Kaleb Spencer,170093,LB,VA TECH,12,179,0,337,0,,,74.3,,,0,1,,72.3,0,,40.0,2,1,0.0,0,26,14.5,35,2,3,0,0,0,0,0.0,,0,2,7.1,72.2,85.1,8.5,6.1,0,0,0.0,30.5,0,62,33.3,4,0,114.4,13,114,63.7,134,4,6,18,0,227,173,2.1,17.5
Jayden Wayne,170098,ED,CAL,12,13,0,130,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,94,0,1,0,0,0,0,,,0,0,0.5,100.0,5.3,5.5,5.5,0,0,0.0,54.0,0,8,100.0,2,0,95.8,2,11,84.6,208,4,0,2,0,14,13,1.3,7.0
Amare Campbell,170102,LB,PENN STATE,12,315,0,266,2,-3.8,80.0,74.6,21.8,17.4,0,0,0.0,76.1,0,10,42.9,3,0,79.2,4,94,29.8,126,5,2,5,0,13,30,0.1,3.3,0,4,3.7,85.2,96.2,6.6,5.6,0,0,0.0,42.2,0,25,24.1,7,0,109.6,23,153,48.6,159,6,18,27,1,198,135,1.3,8.6
Michael Short,170110,LB,VA TECH,4,45,0,337,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,8,17.8,8,0,0,0,0,0,0,0.0,,0,0,7.8,50.0,85.3,12.5,6.3,0,1,25.0,49.7,0,20,16.7,1,1,77.1,2,29,64.4,34,2,5,4,0,32,10,1.3,16.0
Tyler Thompson,170111,ED,N CAROLINA,12,23,0,245,0,-1.0,100.0,10.3,9.0,9.0,0,0,0.0,46.5,0,19,,0,0,118.8,1,9,39.1,87,1,0,1,0,19,20,2.1,19.0,0,0,14.0,100.0,15.7,12.0,12.0,0,0,0.0,46.9,0,23,100.0,3,0,118.8,1,13,56.5,83,5,0,1,0,23,9,1.9,23.0
Abe Ibrahim,170117,LB,PITTSBURGH,6,24,0,268,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,3,0,0,0,0,0,0,,,0,0,1.0,100.0,54.5,17.0,17.0,0,0,0.0,60.8,0,5,50.0,1,0,87.5,1,18,75.0,33,0,1,1,0,5,4,0.3,5.0
Braylan Lovelace,170119,LB,PITTSBURGH,12,309,0,268,0,1.5,50.0,61.3,16.0,8.0,0,1,50.0,67.0,0,15,0.0,0,1,75.0,1,19,6.1,31,0,1,2,0,15,15,0.9,15.0,0,1,4.5,88.2,63.4,14.4,12.7,1,1,5.9,56.2,1,26,37.5,6,1,79.4,15,227,73.5,358,5,9,17,0,152,87,0.7,10.1
Isaiah Neal,170121,ED,PITTSBURGH,12,16,0,268,0,-1.0,100.0,9.5,2.0,2.0,0,0,0.0,51.9,0,3,,0,0,79.2,1,2,12.5,21,0,0,1,0,3,4,1.5,3.0,0,4,8.7,66.7,5.5,6.5,4.3,0,0,0.0,79.2,0,2,16.7,2,0,70.1,2,13,81.3,238,9,6,3,0,-1,8,-0.1,-0.5
Nolan DeLong,170148,LB,IOWA,2,2,0,192,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Zach Lutmer,170162,CB,IOWA,12,335,0,192,0,11.9,37.5,84.3,11.0,4.1,0,4,25.0,78.8,2,40,25.0,1,2,14.6,6,70,20.9,83,0,3,16,0,80,31,1.2,13.3,0,5,7.4,62.5,93.9,8.3,5.2,1,4,10.0,85.0,1,35,21.2,7,4,61.2,25,216,64.5,230,10,21,40,0,168,103,0.8,6.7
Kenneth Merrieweather,170166,ED,IOWA,12,1,0,192,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,2,,,1.5,,,0,0,,62.3,0,,0.0,0,0,0.0,0,1,100.0,67,0,0,0,0,0,0,0.0,
Alex Mota,170167,CB,IOWA,1,3,0,192,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
John Nestor,170169,CB,MINNESOTA,10,305,0,225,0,14.4,55.0,99.1,9.6,5.3,0,3,15.0,70.5,1,13,0.0,0,3,59.4,11,112,36.7,113,3,9,20,1,75,14,0.7,6.8,0,3,7.8,71.4,98.1,7.7,5.5,0,2,7.1,77.3,3,29,12.5,3,2,73.5,20,158,51.8,161,7,18,28,2,186,65,1.2,9.3
Neeo Avery,170182,ED,MARYLAND,7,5,0,215,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,54.0,0,,100.0,1,0,0.0,0,2,40.0,32,0,0,0,0,0,0,0.0,
Tamarcus Cooley,170189,S,LSU,12,403,0,211,2,6.0,71.4,98.7,9.7,7.0,0,2,9.5,60.1,1,45,8.3,1,0,116.5,15,156,38.7,158,0,9,21,3,177,136,1.2,11.8,0,2,6.7,63.2,97.4,14.8,9.4,0,1,5.3,54.7,1,27,16.7,3,1,81.5,12,186,46.2,191,2,13,19,1,142,67,0.8,11.8
Dillan Fontus,170192,DI,MARYLAND,12,4,0,215,0,,,1.4,,,0,0,,59.7,0,,,0,0,0.0,0,1,25.0,74,0,0,0,0,0,0,0.0,,0,0,,,1.5,,,0,0,,58.8,0,,50.0,2,0,0.0,0,2,50.0,135,3,2,0,0,0,0,0.0,
Michael Harris,170194,LB,MARYLAND,6,23,0,215,0,,,88.9,,,0,0,,63.4,0,,,0,0,0.0,0,8,34.8,9,0,0,0,0,0,0,0.0,,0,0,,,92.9,,,0,0,,56.7,0,,50.0,1,0,0.0,0,13,56.5,14,0,1,0,0,0,0,0.0,
Kevis Thomas,170207,CB,KENTUCKY,6,26,0,202,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,5,19.2,5,0,0,0,0,0,0,0.0,,0,0,19.0,100.0,100.0,8.5,8.5,0,0,0.0,31.7,0,64,,0,0,158.3,2,18,69.2,18,0,0,2,1,75,37,4.4,37.5
Daniel Wingate,170212,LB,MARYLAND,12,302,0,215,0,1.0,83.3,70.8,15.0,12.5,0,1,16.7,68.9,0,2,25.0,2,1,118.8,5,80,26.5,113,3,6,6,1,5,15,0.1,1.0,0,7,5.6,77.8,91.7,6.7,5.2,1,0,0.0,42.7,1,64,22.9,8,0,110.4,28,198,65.6,216,10,20,36,1,398,274,2.1,14.2
Dwight Bootle,170218,CB,CHARLOTTE,11,223,0,136,0,9.5,25.0,97.9,44.0,11.0,0,1,25.0,70.3,0,8,20.0,1,1,39.6,1,47,21.1,48,2,4,4,0,8,0,0.2,8.0,0,0,14.5,64.0,100.0,9.3,5.9,0,2,8.0,68.6,0,41,16.7,3,2,114.8,16,152,68.2,152,2,15,25,2,196,28,1.3,12.3
Vincent Carroll-Jackson,170219,DI,UCONN,11,12,0,146,0,,,12.3,,,0,0,,58.4,0,,,0,0,0.0,0,8,66.7,65,0,0,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,63.2,0,,33.3,1,0,0.0,0,3,25.0,126,2,2,0,0,0,0,0.0,
Jeremiah Charles,170220,CB,NEBRASKA,2,14,0,238,0,4.0,100.0,100.0,6.0,6.0,0,0,0.0,64.8,0,4,,0,0,83.3,1,7,50.0,7,0,0,1,0,4,0,0.7,4.0,0,0,5.0,0.0,100.0,,6.0,0,0,0.0,65.6,0,,0.0,0,0,39.6,0,6,42.9,6,0,1,1,0,0,0,0.0,
Korver Demma,170222,ED,C MICHIGAN,12,18,0,134,0,,,9.4,,,0,0,,71.7,0,,0.0,0,0,0.0,0,6,33.3,64,3,2,0,0,0,0,0.0,,0,0,-2.0,50.0,6.9,9.0,4.5,0,1,50.0,70.2,0,10,50.0,2,1,64.6,1,9,50.0,131,2,2,2,0,10,8,1.1,10.0
Cameron Lenhardt,170232,ED,NEBRASKA,12,7,0,238,0,4.0,0.0,3.7,,2.0,0,0,0.0,60.1,0,,50.0,1,0,39.6,0,3,42.9,82,2,1,1,0,0,0,0.0,,0,1,,,5.3,,,0,0,,57.6,0,,33.3,1,0,0.0,0,4,57.1,75,1,1,0,0,0,0,0.0,
Dylan Rogers,170237,LB,NEBRASKA,6,19,0,238,0,,,37.5,,,0,0,,47.9,0,,100.0,1,0,0.0,0,3,15.8,8,0,0,0,0,0,0,0.0,,0,0,,,50.0,,,0,0,,64.1,0,,,0,0,0.0,0,15,78.9,30,0,0,0,0,0,0,0.0,
Rahmir Stewart,170243,S,NEBRASKA,1,1,0,238,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Princewill Umanmielen,170245,ED,OLE MISS,13,25,0,226,0,,,3.4,,,0,0,,60.4,0,,100.0,2,0,0.0,0,2,8.0,58,4,0,0,0,0,0,0.0,,0,0,0.3,100.0,14.7,6.7,6.7,0,0,0.0,56.2,1,13,50.0,2,0,47.9,3,22,88.0,150,7,2,3,0,15,14,0.8,5.0
Malik Hartford,170252,S,OHIO STATE,2,17,0,260,0,,,100.0,,,0,0,,57.8,0,,100.0,1,0,0.0,0,7,41.2,7,0,0,0,0,0,0,0.0,,0,0,7.0,0.0,100.0,,10.0,0,0,0.0,62.0,0,,,0,0,39.6,0,10,58.8,10,0,0,1,0,0,0,0.0,
Jermaine Mathews Jr.,170257,CB,OHIO STATE,12,320,0,260,1,7.7,53.8,97.9,11.9,6.4,0,1,7.7,66.8,1,10,0.0,0,1,27.4,7,92,28.8,94,0,2,13,0,32,17,0.4,4.6,0,1,7.5,52.6,94.5,18.3,9.6,2,3,15.8,62.5,1,20,27.3,3,2,44.6,10,190,59.4,201,2,7,19,0,94,41,0.5,9.4
Joshua Mickens,170259,ED,OHIO STATE,5,2,0,260,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,8,0,0,0,0,0,0,0.0,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,4,0,0,0,0,0,0,0.0,
Arvell Reese,170264,LB,OHIO STATE,12,205,0,260,1,2.5,100.0,46.6,18.5,18.5,0,0,0.0,59.9,0,8,0.0,0,0,87.5,2,41,20.0,88,4,3,2,0,10,5,0.3,5.0,0,4,5.6,75.0,74.3,10.8,8.1,0,1,6.3,61.1,0,26,14.3,2,1,93.8,12,136,66.3,183,8,8,16,0,112,48,0.9,9.3
Calvin Simpson-Hunt,170270,CB,BAYLOR,3,19,0,118,0,,,100.0,,,0,0,,63.6,0,,,0,0,0.0,0,6,31.6,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,54.8,0,,,0,0,0.0,0,12,63.2,12,0,0,0,0,0,0,0.0,
Ty Blanding,170277,DI,PENN STATE,12,1,0,266,0,,,2.6,,,0,0,,59.7,0,,100.0,1,0,0.0,0,1,100.0,38,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,35,0,0,0,0,0,0,,
Kolin Dinkins,170280,S,PENN STATE,3,20,0,266,0,6.0,100.0,80.0,2.0,2.0,0,0,0.0,45.9,0,33,50.0,1,0,118.8,2,4,20.0,5,0,1,2,0,40,28,10.0,20.0,0,0,15.0,0.0,100.0,,12.0,0,1,100.0,59.5,0,,0.0,0,0,39.6,0,13,65.0,13,0,1,1,0,0,0,0.0,
King Mack,170287,S,PENN STATE,12,246,0,266,2,10.0,85.7,90.8,12.3,10.6,0,0,0.0,67.6,0,39,8.3,1,0,101.8,6,79,32.1,87,4,9,7,0,59,15,0.8,9.8,0,3,6.7,33.3,99.1,109.0,36.3,0,0,0.0,88.9,1,8,0.0,0,0,2.8,1,110,44.7,111,1,5,3,0,8,4,0.1,8.0
Joseph Mupoyi,170289,ED,N CAROLINA,11,1,0,245,0,,,5.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,20,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,41,0,1,0,0,0,0,,
Lamont Payne,170292,S,PENN STATE,1,5,0,266,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,
Ta'Mere Robinson,170295,LB,USC,9,29,0,326,1,-2.0,100.0,69.2,9.0,9.0,0,0,0.0,33.3,0,28,50.0,1,0,118.8,1,9,31.0,13,0,0,1,0,28,30,3.1,28.0,0,0,0.6,80.0,86.4,4.5,3.6,0,0,0.0,30.8,0,22,50.0,1,0,107.5,4,19,65.5,22,1,1,5,0,49,56,2.7,12.3
Tony Rojas,170297,LB,PENN STATE,4,86,0,266,0,,,81.0,,,0,0,,63.5,0,,,0,0,0.0,0,17,19.8,21,2,0,0,0,0,0,0.0,,0,0,3.6,77.8,96.7,8.1,6.3,0,1,11.1,70.8,0,23,0.0,0,0,88.0,7,58,67.4,60,5,6,9,0,46,30,0.8,6.6
Zion Tracy,170301,S,PENN STATE,10,215,0,266,0,9.0,70.0,95.7,8.9,6.2,0,1,10.0,45.5,0,21,100.0,1,0,125.0,7,66,30.7,69,1,0,10,3,60,25,1.0,8.6,0,2,3.9,78.6,96.0,8.7,6.9,0,1,7.1,67.2,0,45,0.0,0,1,124.7,11,97,45.1,101,3,7,14,1,115,72,1.2,10.5
Elliot Washington II,170303,CB,PENN STATE,12,136,0,266,1,20.7,35.7,100.0,9.4,3.4,0,3,21.4,72.9,1,53,0.0,0,3,65.5,5,50,36.8,50,1,5,14,1,133,20,2.8,26.6,0,1,20.3,75.0,100.0,19.7,14.8,0,0,0.0,54.0,0,57,33.3,1,0,116.7,3,59,43.4,59,0,1,4,0,76,17,1.3,25.3
Bo Mascoe,170313,CB,RUTGERS,12,320,0,278,0,11.8,55.0,100.0,12.4,6.8,0,3,15.0,74.9,0,59,10.0,1,2,113.3,11,145,45.3,145,2,9,20,2,154,109,1.1,14.0,0,6,7.9,82.4,100.0,9.4,7.7,0,0,0.0,71.1,0,38,11.8,2,0,142.2,14,137,42.8,137,2,9,17,2,148,40,1.1,10.6
Jesse Ofurie,170314,S,RUTGERS,5,9,0,278,0,21.0,100.0,100.0,3.0,3.0,0,0,0.0,40.4,0,44,,0,0,118.8,1,4,44.4,4,0,0,1,0,44,23,14.7,44.0,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,5,55.6,5,0,0,0,0,0,0,0.0,
Abram Wright,170320,LB,RUTGERS,11,203,0,278,0,3.2,100.0,65.1,13.4,13.4,0,0,0.0,64.0,0,12,16.7,1,0,138.8,5,71,35.0,109,2,5,5,1,39,23,0.6,7.8,0,2,6.1,83.3,92.8,10.1,8.4,0,0,0.0,63.2,0,24,8.3,1,0,137.8,10,103,50.7,111,4,9,12,1,125,79,1.2,12.5
Jace Arnold,170321,S,SM HOUSTON,11,191,0,281,0,11.8,58.3,97.3,9.9,5.8,0,1,8.3,57.5,0,35,16.7,1,1,122.6,7,72,37.7,74,3,5,12,2,93,31,1.3,13.3,0,3,4.4,87.5,92.6,10.3,9.0,0,0,0.0,54.5,0,26,50.0,4,0,106.3,7,75,39.3,81,0,1,8,0,76,70,1.1,10.9
Jonas Duclona,170322,CB,USF,12,293,0,327,0,2.0,100.0,100.0,40.0,40.0,0,1,100.0,69.5,0,4,0.0,0,1,83.3,1,45,15.4,45,1,1,1,0,4,2,0.1,4.0,0,3,12.6,50.0,97.4,21.1,10.6,1,1,5.0,79.8,1,39,4.5,1,1,59.0,10,221,75.4,227,5,18,20,1,93,25,0.4,9.3
Braedyn Moore,170326,S,TOLEDO,7,51,0,316,0,,,88.9,,,0,0,,64.1,0,,,0,0,0.0,0,8,15.7,9,0,0,0,0,0,0,0.0,,0,1,26.5,50.0,100.0,27.0,13.5,0,0,0.0,44.7,0,32,0.0,0,0,95.8,1,30,58.8,30,0,1,2,0,32,4,1.2,32.0
Ashlynd Barker,170330,S,FLORIDA ST,11,247,0,167,0,1.5,75.0,90.9,19.7,14.8,0,0,0.0,61.8,0,10,0.0,0,0,77.1,3,60,24.3,66,0,6,4,0,11,14,0.2,3.7,0,1,6.4,50.0,97.3,20.1,10.1,0,1,7.1,68.5,0,50,23.1,3,1,72.3,7,146,59.1,150,4,9,14,0,96,52,0.7,13.7
Ashton Bracewell,170331,LB,FLORIDA ST,2,5,0,167,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,75.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,60.0,4,0,0,0,0,0,0,0.0,
Grant Fielder,170334,ED,FLORIDA ST,3,1,0,167,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,
Donny Hiebert,170338,S,FLORIDA ST,4,22,0,167,0,3.0,0.0,100.0,,2.0,0,0,0.0,61.6,0,,,0,0,39.6,0,4,18.2,4,0,0,1,0,0,0,0.0,,0,2,4.0,0.0,100.0,,13.0,0,0,0.0,59.4,0,,0.0,0,0,39.6,0,14,63.6,14,0,0,1,0,0,0,0.0,
Conrad Hussey,170340,CB,OREGON ST,3,25,0,265,1,10.0,50.0,100.0,9.0,4.5,0,1,50.0,68.8,0,16,0.0,0,1,77.1,1,9,36.0,9,0,1,2,0,16,5,1.8,16.0,0,0,17.5,100.0,100.0,5.0,5.0,0,0,0.0,53.5,0,23,0.0,0,0,158.3,2,11,44.0,11,1,1,2,1,36,1,3.6,18.0
Quindarrius Jones,170342,CB,FLORIDA ST,4,38,0,167,0,13.5,50.0,100.0,9.0,4.5,0,0,0.0,49.8,0,14,0.0,0,0,72.9,1,9,23.7,9,0,1,2,0,14,12,1.6,14.0,0,2,9.3,75.0,100.0,6.3,4.8,0,0,0.0,72.8,0,5,0.0,0,0,77.1,3,22,57.9,22,3,3,4,0,2,3,0.1,0.7
Jaden Jones,170343,ED,FLORIDA ST,11,3,0,167,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,30,0,0,0,0,0,0,0.0,,0,0,,,4.0,,,0,0,,61.5,0,,50.0,1,0,0.0,0,2,66.7,50,0,1,0,0,0,0,0.0,
Edwin Joseph,170344,S,FLORIDA ST,12,313,0,167,0,14.3,44.4,95.7,10.6,4.7,0,3,16.7,64.3,2,17,33.3,1,2,59.5,8,89,28.4,93,0,2,18,3,88,32,1.0,11.0,0,5,4.0,78.3,97.3,9.8,7.7,1,3,13.0,61.8,1,34,11.8,2,3,107.2,18,183,58.5,188,4,10,23,2,164,118,0.9,9.1
K.J. Kirkland,170345,S,FLORIDA ST,11,115,0,167,0,6.5,75.0,82.1,9.7,7.3,0,0,0.0,52.1,0,16,20.0,1,0,103.1,3,32,27.8,39,1,4,4,0,37,27,1.3,12.3,0,1,8.4,87.5,94.2,9.1,8.0,0,0,0.0,35.7,0,75,14.3,1,0,158.3,7,65,56.5,69,1,5,8,1,164,115,2.6,23.4
Blake Nichelson,170350,LB,FLORIDA ST,12,185,0,167,2,3.0,100.0,61.7,18.5,18.5,0,0,0.0,60.4,0,8,33.3,2,0,100.0,2,37,20.0,60,0,2,2,0,16,10,0.4,8.0,0,1,1.3,100.0,91.2,14.9,14.9,0,0,0.0,56.5,0,36,12.5,1,0,118.8,8,124,67.0,136,4,6,8,0,109,99,0.9,13.6
Ja'Bril Rawls,170353,CB,FLORIDA ST,7,203,0,167,0,8.9,57.1,93.2,13.5,7.7,0,2,28.6,65.7,0,24,33.3,2,2,121.4,4,55,27.1,59,1,4,7,1,54,34,1.0,13.5,0,2,7.9,58.3,100.0,16.1,9.4,0,0,0.0,73.8,1,8,7.7,1,0,28.5,7,115,56.7,115,5,10,12,0,26,16,0.2,3.7
DeMarco Ward,170359,S,MEMPHIS,11,301,0,218,1,15.5,61.5,100.0,10.0,6.2,0,1,7.7,54.3,0,36,10.0,1,0,105.3,8,86,28.6,86,2,8,13,0,162,62,2.0,20.3,0,1,9.5,73.9,98.9,9.8,7.2,0,0,0.0,55.4,1,62,6.3,1,0,98.3,17,173,57.5,175,5,14,23,1,211,94,1.3,12.4
Kamal Bonner,170366,LB,MIAMI FL,4,17,0,220,0,21.0,100.0,100.0,4.0,4.0,0,0,0.0,41.3,0,17,,0,0,158.3,1,4,23.5,4,0,0,1,1,17,0,4.3,17.0,0,1,,,100.0,,,0,0,,72.5,0,,0.0,0,0,0.0,0,10,58.8,10,1,1,0,0,0,0,0.0,
Brandon Cisse,170368,CB,S CAROLINA,12,269,0,289,1,15.4,47.1,97.7,10.4,4.9,1,5,29.4,61.6,0,53,16.7,1,5,105.8,8,86,32.0,88,0,4,17,1,183,73,2.2,22.9,0,0,15.7,47.4,98.8,16.1,7.6,0,3,15.8,72.1,1,76,22.2,2,2,56.5,9,159,59.1,161,2,7,19,0,168,84,1.2,18.7
Red Hibbler,170370,ED,MISS STATE,12,2,0,227,0,,,1.9,,,0,0,,65.0,0,,0.0,0,0,0.0,0,1,50.0,54,1,1,0,0,0,0,0.0,,0,0,,,1.3,,,0,0,,60.0,0,,100.0,2,0,0.0,0,1,50.0,79,1,0,0,0,0,0,0.0,
Zack Myers,170376,S,NC STATE,2,6,0,248,0,3.0,100.0,100.0,4.0,4.0,0,0,0.0,72.2,0,7,0.0,0,0,95.8,1,4,66.7,4,1,1,1,0,7,4,1.8,7.0,0,0,,,100.0,,,0,0,,62.5,0,,0.0,0,0,0.0,0,1,16.7,1,1,1,0,0,0,0,0.0,
Isaiah Shirley,170380,DI,NC STATE,12,1,0,248,0,,,2.9,,,0,0,,59.6,0,,0.0,0,0,0.0,0,1,100.0,34,1,1,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,69.3,1,,0.0,0,0,0.0,0,0,0.0,128,0,1,0,0,0,0,,
David Omopariola,170386,ED,SYRACUSE,12,28,0,304,0,,,8.2,,,0,0,,61.0,0,,,0,0,0.0,0,4,14.3,49,0,0,0,0,0,0,0.0,,0,0,7.4,80.0,20.0,4.3,3.4,0,0,0.0,63.3,0,27,16.7,1,0,111.7,4,18,64.3,90,2,5,5,0,54,21,3.2,13.5
Keith Christein,170412,CB,JVILLE ST,1,2,0,196,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.5,0,3,0.0,0,0,79.2,2,2,100.0,2,1,1,2,0,0,6,0.0,0.0
Tae Floyd,170419,ED,JVILLE ST,6,19,0,196,0,,,13.3,,,0,0,,60.1,0,,,0,0,0.0,0,2,10.5,15,0,0,0,0,0,0,0.0,,0,0,,,60.7,,,0,0,,71.8,0,,0.0,0,0,0.0,0,17,89.5,28,2,3,0,0,0,0,0.0,
Travis Franklin Jr.,170420,S,JVILLE ST,10,165,0,196,2,8.5,75.0,93.0,16.7,12.5,0,0,0.0,51.5,0,6,0.0,0,0,116.7,3,53,32.1,57,1,2,4,1,9,2,0.2,3.0,0,1,15.9,66.7,100.0,10.8,7.2,1,2,16.7,72.5,0,40,18.2,2,2,126.7,8,90,54.5,90,4,8,12,1,119,17,1.4,14.9
Geimere Latimer II,170426,CB,WISCONSIN,12,267,0,349,0,12.0,57.1,98.1,12.8,7.3,0,0,0.0,48.1,0,41,33.3,1,0,141.4,4,53,19.9,54,0,2,7,1,90,40,1.8,22.5,0,4,4.2,87.5,95.2,8.2,7.2,0,0,0.0,66.7,0,75,13.0,3,0,145.3,21,180,67.4,189,7,16,24,2,293,207,1.7,14.0
Walker O'Steen,170430,LB,JVILLE ST,12,221,0,196,0,1.0,66.7,67.6,23.5,15.7,0,0,0.0,63.5,0,7,33.3,1,0,74.3,2,48,21.7,71,2,2,3,0,12,13,0.3,6.0,0,3,8.9,86.2,95.3,5.2,4.5,0,0,0.0,46.7,3,36,11.5,3,0,75.1,25,141,63.8,148,5,20,29,0,334,133,2.5,13.4
Shane Payton Hodges,170431,ED,JVILLE ST,6,8,0,196,1,,,14.3,,,0,0,,72.3,0,,0.0,0,0,0.0,0,2,25.0,14,0,0,0,0,0,0,0.0,,0,0,32.0,100.0,28.6,6.0,6.0,0,0,0.0,45.6,0,34,0.0,0,0,118.8,1,6,75.0,21,0,1,1,0,34,2,5.7,34.0
Zechariah Poyser,170434,S,MIAMI FL,13,410,0,220,0,1.9,57.1,93.9,21.5,12.3,0,0,0.0,63.7,0,15,20.0,1,0,102.4,4,92,22.4,98,3,4,7,1,22,13,0.3,5.5,0,3,9.8,66.7,96.3,32.3,21.5,0,4,33.3,69.7,0,38,17.2,5,4,102.1,8,262,63.9,272,4,21,12,0,128,62,0.5,16.0
Kekoura Tarnue,170438,S,W VIRGINIA,11,261,0,343,0,6.4,90.0,98.0,4.9,4.4,0,0,0.0,54.0,0,28,0.0,0,0,144.6,9,48,18.4,49,3,5,10,3,92,42,2.1,10.2,0,4,8.7,77.8,100.0,11.3,8.8,1,2,11.1,71.4,0,67,19.0,4,2,113.2,14,165,63.2,165,3,13,18,0,201,111,1.3,14.4
Aidan Thompson,170440,LB,JVILLE ST,3,25,0,196,0,,,71.4,,,0,0,,62.2,0,,,0,0,0.0,0,5,20.0,7,0,0,0,0,0,0,0.0,,0,0,5.2,100.0,88.2,3.0,3.0,0,0,0.0,30.0,0,72,0.0,0,0,158.3,5,15,60.0,17,2,2,5,1,97,71,6.5,19.4
