player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Tamon Lynum,129699,CB,PITTSBURGH,9,167,0,268,0,10.5,50.0,100.0,9.0,4.5,0,0,0.0,39.3,0,9,0.0,0,0,62.5,1,10,6.0,10,0,1,2,0,9,1,1.0,9.0,0,1,18.0,62.5,100.0,26.0,16.3,0,2,25.0,72.9,1,33,0.0,0,1,98.4,5,132,79.0,132,2,7,8,3,85,8,0.7,17.0
Jaheem Joseph,129726,S,UNLV,12,341,0,325,0,7.9,85.7,86.4,16.2,13.9,0,1,14.3,56.2,0,70,0.0,0,1,158.3,6,108,31.7,125,3,2,7,2,146,89,1.5,24.3,0,2,6.9,53.3,97.5,23.5,12.5,0,1,6.7,68.4,0,12,25.0,5,0,59.0,8,196,57.5,201,6,13,15,0,24,21,0.1,3.0
Gunner Maldonado,129727,S,KANSAS ST,12,275,0,199,0,4.0,80.0,98.8,18.3,14.6,1,0,0.0,68.0,0,27,20.0,1,0,110.0,4,79,28.7,80,2,4,5,0,52,33,0.7,13.0,0,1,10.9,44.4,100.0,40.5,18.0,0,1,11.1,61.4,1,12,20.0,2,1,14.8,4,166,60.4,166,0,7,9,0,33,28,0.2,8.3
Nigel Williams,129739,LB,LOUISVILLE,2,9,0,210,0,,,66.7,,,0,0,,61.0,0,,,0,0,0.0,0,2,22.2,3,0,0,0,0,0,0,0.0,,0,0,21.0,100.0,85.7,6.0,6.0,0,0,0.0,63.5,0,22,0.0,0,0,118.8,1,6,66.7,7,1,2,1,0,22,1,3.7,22.0
Cameron Martinez,129752,CB,BOSTON COL,4,65,0,121,0,6.7,50.0,97.2,9.3,4.7,0,0,0.0,50.7,0,21,40.0,2,0,80.6,3,35,53.8,36,0,3,6,0,53,25,1.9,17.7,0,1,19.0,100.0,91.7,20.0,20.0,0,0,0.0,63.5,0,19,0.0,0,0,118.8,1,22,33.8,24,1,1,1,0,19,0,1.0,19.0
Mitchell Melton,129753,ED,VIRGINIA,12,22,0,335,0,,,2.3,,,0,0,,61.9,0,,66.7,2,0,0.0,0,2,9.1,88,1,1,0,0,0,0,0.0,,0,2,1.0,0.0,12.9,,8.5,1,1,50.0,90.5,1,,60.0,3,1,0.0,0,18,81.8,139,2,0,2,0,0,0,0.0,
Cole Brevard,129766,DI,TEXAS,12,1,0,311,0,,,2.3,,,0,0,,59.8,0,,,0,0,0.0,0,1,100.0,43,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,86,0,0,0,0,0,0,,
Zuriah Fisher,129778,ED,PENN STATE,11,12,0,266,1,,,2.6,,,0,0,,52.7,0,,0.0,0,0,0.0,0,2,16.7,77,1,1,0,0,0,0,0.0,,0,1,13.0,50.0,8.3,9.0,4.5,0,0,0.0,49.4,0,30,25.0,1,0,95.8,1,9,75.0,109,1,2,2,0,30,13,3.3,30.0
Antonio Stevens,129833,S,KENNESAW,10,216,0,200,1,6.5,100.0,85.7,8.5,8.5,0,0,0.0,65.4,0,12,0.0,0,0,97.9,2,18,8.3,21,1,2,2,0,15,2,0.9,7.5,0,5,12.2,66.7,95.4,21.8,14.6,0,2,22.2,53.5,0,32,8.3,1,2,103.5,6,145,67.1,152,0,6,9,0,99,51,0.8,16.5
Andrew Awe,129839,LB,RICE,12,377,0,275,1,-0.3,100.0,89.4,29.0,29.0,0,1,33.3,66.5,0,15,33.3,3,1,105.6,3,93,24.7,104,3,5,3,0,28,29,0.3,9.3,0,4,4.6,81.3,90.8,14.9,12.1,0,0,0.0,29.7,0,24,38.1,8,0,107.0,13,207,54.9,228,5,9,16,0,155,95,0.8,11.9
Jordan Dunbar,129844,CB,MO STATE,12,426,0,230,1,7.5,50.0,100.0,11.5,5.8,0,1,12.5,60.4,0,31,0.0,0,1,131.8,4,52,12.2,52,0,2,8,1,93,49,2.0,23.3,0,4,11.7,39.5,99.7,20.5,8.1,0,8,21.1,82.4,2,25,30.0,6,8,28.1,15,325,76.3,326,3,10,38,0,137,49,0.4,9.1
Plae Wyatt,129868,S,RICE,4,33,0,275,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,6,18.2,6,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,95.7,22.0,22.0,0,0,0.0,68.0,1,10,50.0,1,0,68.8,1,22,66.7,23,0,1,1,0,10,14,0.5,10.0
Wesley Bailey,129871,ED,LOUISVILLE,12,10,0,210,1,,,1.6,,,0,0,,60.9,0,,0.0,0,0,0.0,0,1,10.0,63,0,0,0,0,0,0,0.0,,0,1,-4.0,100.0,3.6,7.0,7.0,0,0,0.0,64.0,0,7,28.6,2,0,95.8,1,8,80.0,220,11,4,1,0,7,11,1.0,7.0
James Thompson Jr.,129930,DI,ILLINOIS,12,2,0,187,0,,,1.4,,,0,0,,58.3,0,,0.0,0,0,0.0,0,1,50.0,74,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,62.3,0,,0.0,0,0,0.0,0,0,0.0,121,1,4,0,0,0,0,,
Aaron Witt,129937,ED,WISCONSIN,10,56,0,349,0,4.0,0.0,75.0,,3.0,0,0,0.0,70.1,0,,,0,0,39.6,0,3,5.4,4,0,0,1,0,0,0,0.0,,0,2,-0.2,50.0,86.3,14.3,7.2,0,0,0.0,70.7,0,2,16.7,1,0,56.3,3,44,78.6,51,2,3,6,0,5,10,0.1,1.7
Preston Zachman,129939,S,WISCONSIN,3,73,0,349,0,7.0,66.7,96.3,11.5,7.7,0,0,0.0,84.2,1,7,0.0,0,0,31.9,2,26,35.6,27,0,2,3,0,10,10,0.4,5.0,0,0,16.5,50.0,100.0,36.0,18.0,0,0,0.0,74.3,1,19,14.3,1,0,43.8,1,38,52.1,38,1,6,2,0,19,1,0.5,19.0
Ronald Jackson Jr.,130297,CB,OHIO,2,17,0,259,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,66.6,0,,0.0,0,0,0.0,0,11,64.7,11,0,0,0,0,0,0,0.0,
DiMarco Johnson,130299,S,AKRON,11,268,0,102,0,0.3,75.0,98.0,16.0,12.0,0,0,0.0,69.5,0,10,0.0,0,0,79.2,3,50,18.7,51,2,7,4,0,14,9,0.3,4.7,0,1,11.6,63.2,97.8,13.9,8.8,0,1,5.3,54.7,1,48,11.1,2,1,101.6,12,175,65.3,179,1,15,19,1,234,136,1.4,19.5
Jalen McNair,130415,S,BUFFALO,12,287,0,126,1,10.1,62.5,90.5,10.8,6.8,0,0,0.0,45.9,0,41,0.0,0,0,132.8,5,57,19.9,63,1,4,8,1,75,28,1.4,15.0,0,2,14.4,41.2,97.9,26.1,10.8,0,5,29.4,70.3,2,60,13.3,2,4,63.0,7,186,64.8,190,5,11,17,2,110,33,0.6,15.7
Mikah Coleman,130451,ED,CINCINNATI,12,3,0,138,0,,,2.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,43,1,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,160,2,0,0,0,0,0,,
Terrell Miller,130497,CB,KENT STATE,11,270,0,201,0,12.5,46.7,100.0,12.4,5.8,0,3,20.0,61.0,0,30,16.7,1,3,111.4,7,93,34.4,93,0,5,15,2,111,27,1.3,15.9,0,3,17.0,40.9,100.0,13.3,5.5,1,2,9.1,69.9,1,58,6.7,1,2,58.3,9,125,46.3,125,5,11,22,1,137,39,1.1,15.2
Luke Murphy,130498,LB,COAST CAR,10,185,0,141,0,-5.0,100.0,62.1,15.0,15.0,0,0,0.0,45.7,0,16,,0,0,118.8,1,18,9.7,29,0,0,1,0,16,21,1.1,16.0,0,1,6.8,80.0,82.1,23.8,19.0,0,0,0.0,68.5,0,80,16.7,2,0,158.3,4,101,54.6,123,2,9,5,1,116,79,1.2,29.0
CJ Brown,130541,S,SM HOUSTON,10,292,0,281,1,14.0,60.0,93.9,14.3,8.6,1,2,20.0,72.5,0,40,0.0,0,2,88.3,6,92,31.5,98,0,8,10,0,87,15,1.0,14.5,0,6,9.3,58.3,98.6,19.9,11.6,0,0,0.0,78.9,1,30,15.0,3,0,42.0,7,146,50.0,148,4,11,12,0,75,29,0.5,10.7
Devin Lafayette,130562,S,TROY,12,393,0,318,1,2.2,60.0,88.2,19.7,11.8,1,0,0.0,72.2,1,35,0.0,0,0,44.2,3,60,15.3,68,2,6,5,0,38,29,0.6,12.7,0,2,8.4,76.2,94.7,12.2,9.3,0,1,4.8,57.9,1,24,20.0,3,1,72.5,16,215,54.7,227,2,10,21,0,135,59,0.7,8.4
Daveren Rayner,130573,LB,KENTUCKY,12,251,0,202,1,6.0,50.0,77.5,31.0,15.5,0,0,0.0,70.0,0,6,0.0,0,0,56.3,1,31,12.4,40,1,0,2,0,6,6,0.2,6.0,0,6,4.8,66.7,90.4,21.4,14.3,1,1,8.3,60.0,2,36,18.8,3,1,51.4,8,179,71.3,198,2,7,12,0,96,78,0.6,12.0
Pierre Kemeni Jr.,130595,S,OHIO,4,12,0,259,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,2,16.7,2,0,0,0,0,0,0,0.0,,0,0,3.0,50.0,100.0,8.0,4.0,0,0,0.0,65.5,0,7,0.0,0,0,58.3,1,9,75.0,9,0,1,2,0,7,6,0.9,7.0
Jaelen Crider,130616,DI,LA LAFAYET,12,1,0,207,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,61,0,0,0,0,0,0,,,0,2,,,0.7,,,0,0,,60.5,0,,0.0,0,0,0.0,0,1,100.0,146,2,0,0,0,0,0,0.0,
Martez Poynter,130629,DI,TOLEDO,11,1,0,316,0,,,0.0,,,0,0,,64.2,0,,0.0,0,0,0.0,0,0,0.0,73,3,1,0,0,0,0,,,0,1,,,0.6,,,0,0,,64.6,0,,0.0,0,0,0.0,0,1,100.0,159,4,1,0,0,0,0,0.0,
Jaxson Campbell,131100,CB,NAVY,12,147,0,237,0,1.0,100.0,17.9,5.0,5.0,0,0,0.0,51.7,0,4,,0,0,122.9,1,5,3.4,28,0,0,1,1,4,3,0.8,4.0,0,0,2.5,87.5,70.5,7.4,6.4,0,0,0.0,59.1,0,27,45.5,5,0,97.7,14,110,74.8,156,2,6,16,0,119,94,1.2,8.5
Kamdon McFarland,131188,CB,N TEXAS,1,3,0,251,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Ashton Levells-Mitchell,131257,CB,FIU,8,171,0,166,0,11.4,57.1,100.0,10.5,6.0,0,0,0.0,67.0,0,8,0.0,0,0,64.6,4,46,26.9,46,2,4,7,0,25,3,0.6,6.3,0,0,11.9,50.0,100.0,9.0,4.5,1,2,9.1,68.4,0,70,0.0,0,2,111.2,11,103,60.2,103,5,9,22,2,196,73,2.0,17.8
Treylin Payne,131350,LB,TEXAS ST,12,270,0,314,1,-2.3,66.7,78.9,20.0,13.3,0,1,16.7,70.7,0,6,16.7,1,1,70.1,4,86,31.9,109,3,4,6,0,11,24,0.1,2.8,0,6,4.7,85.0,86.4,6.8,5.8,1,1,5.0,56.4,0,26,12.5,3,1,122.9,17,121,44.8,140,9,15,20,1,190,128,1.7,11.2
Preston Hodge,131462,CB,COLORADO,12,373,0,143,0,9.2,39.5,96.5,11.7,4.6,1,8,21.1,61.6,0,60,17.6,3,5,78.8,15,192,51.5,199,5,14,38,2,240,143,1.4,16.0,0,1,6.6,63.0,99.4,9.4,5.9,0,2,7.4,55.4,1,57,23.1,3,1,102.4,17,166,44.5,167,4,9,27,2,250,195,1.6,14.7
Khary Crump,131568,CB,RICE,7,194,0,275,1,8.5,50.0,100.0,14.7,7.3,0,0,0.0,50.8,0,9,20.0,1,0,59.0,3,48,24.7,48,0,3,6,0,22,4,0.5,7.3,0,1,9.6,45.0,100.0,11.7,5.3,0,6,30.0,53.4,0,52,0.0,0,3,68.5,9,118,60.8,118,1,5,20,0,139,81,1.3,15.4
Treydan Stukes,131596,CB,ARIZONA,10,285,0,109,3,9.9,52.6,91.5,9.8,5.2,0,3,15.8,83.2,2,37,8.3,1,3,32.2,10,107,37.5,117,5,8,19,0,118,51,1.2,11.8,0,1,10.0,66.7,99.3,11.3,7.6,1,3,16.7,89.5,2,25,30.8,4,3,39.6,12,141,49.5,142,6,8,18,0,93,72,0.7,7.8
Andy Alfieri,131639,LB,OREGON ST,7,25,0,265,0,,,28.6,,,0,0,,49.3,0,,100.0,1,0,0.0,0,4,16.0,14,0,0,0,0,0,0,0.0,,0,3,-2.0,100.0,71.4,15.0,15.0,0,0,0.0,67.4,0,25,0.0,0,0,118.8,1,15,60.0,21,1,2,1,0,25,27,1.7,25.0
Devin Grant,131680,ED,W VIRGINIA,11,12,0,343,0,,,4.5,,,0,0,,60.2,0,,,0,0,0.0,0,2,16.7,44,0,0,0,0,0,0,0.0,,0,0,0.0,0.0,6.0,,9.0,0,0,0.0,66.6,0,,0.0,0,0,39.6,0,9,75.0,150,4,1,1,0,0,0,0.0,
John Miller,131744,LB,UTAH ST,12,306,0,329,0,5.5,100.0,43.4,26.0,26.0,0,0,0.0,61.8,0,9,25.0,1,0,91.7,2,53,17.3,122,3,3,2,0,12,1,0.2,6.0,0,3,10.9,64.3,65.6,20.7,13.3,0,3,21.4,65.1,0,41,13.3,2,3,146.7,9,191,62.4,291,7,10,14,2,173,68,0.9,19.2
Omari Porter,131778,CB,RICE,12,357,0,275,0,12.6,47.4,98.9,9.0,4.3,0,3,15.8,65.1,0,80,12.5,1,3,99.2,9,86,24.1,87,3,7,19,1,183,93,2.3,20.3,0,3,14.6,55.6,99.5,9.0,5.0,0,3,8.3,43.4,0,57,15.0,3,3,95.8,20,195,54.6,196,3,14,36,1,330,113,1.8,16.5
Anson Pulsipher,131779,LB,STANFORD,1,7,0,300,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,,0,0,2.5,50.0,100.0,4.0,2.0,0,0,0.0,29.8,0,8,,0,0,60.4,1,4,57.1,4,0,0,2,0,8,2,2.0,8.0
Choe Bryant-Strother,131789,LB,BYU,1,9,0,128,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,62.9,0,,0.0,0,0,0.0,0,4,44.4,5,2,1,0,0,0,0,0.0,
JonJon Vaughns,131815,LB,UCLA,12,226,0,324,1,1.0,71.4,76.1,12.8,9.1,0,1,14.3,73.6,0,14,0.0,0,0,87.8,5,70,31.0,92,3,6,7,0,44,48,0.7,8.8,0,5,3.7,94.4,91.3,7.1,6.7,0,0,0.0,42.7,0,43,20.0,4,0,158.3,17,126,55.8,138,6,11,18,4,260,198,2.1,15.3
DJ Warnell,131817,LB,NEVADA,8,59,0,239,0,,,100.0,,,0,0,,57.6,0,,50.0,1,0,0.0,0,12,20.3,12,0,1,0,0,0,0,0.0,,0,0,6.8,100.0,88.6,5.2,5.2,0,0,0.0,48.3,0,41,0.0,0,0,118.8,6,31,52.5,35,4,4,6,0,98,57,3.2,16.3
Sione Fotu,131853,LB,HOUSTON,12,215,0,182,0,-7.0,100.0,29.6,15.0,15.0,0,0,0.0,56.7,0,5,50.0,1,0,87.5,1,16,7.4,54,0,1,1,0,5,12,0.3,5.0,0,4,3.3,81.8,84.9,16.8,13.7,0,1,9.1,57.5,0,14,20.0,3,0,93.9,9,158,73.5,186,3,8,11,0,72,59,0.5,8.0
Kamo'i Latu,131860,S,UCONN,4,73,0,146,0,,,100.0,,,0,0,,65.5,0,,,0,0,0.0,0,17,23.3,17,0,0,0,0,0,0,0.0,,0,1,9.5,50.0,95.3,38.0,19.0,0,1,50.0,71.8,0,12,25.0,1,1,68.8,1,41,56.2,43,1,2,2,0,12,5,0.3,12.0
Nate Ritchie,131875,S,UTAH,5,123,0,328,0,4.0,60.0,97.2,10.5,6.3,0,1,10.0,56.2,0,73,37.5,3,1,102.1,6,70,56.9,72,4,5,10,0,120,108,1.9,20.0,0,2,10.5,75.0,95.7,14.7,11.0,0,0,0.0,54.3,0,19,25.0,2,0,92.7,3,44,35.8,46,0,4,4,0,27,14,0.6,9.0
Makell Esteen,131892,S,WASHINGTON,11,369,0,340,0,5.7,55.6,94.8,26.4,14.7,0,1,11.1,55.0,0,28,21.4,3,1,114.1,5,147,39.8,155,1,11,9,1,62,20,0.5,12.4,0,1,6.7,83.3,99.0,19.1,15.9,0,0,0.0,65.0,1,20,21.4,3,0,67.4,10,199,53.9,201,2,10,12,0,102,45,0.5,10.2
Kasen Kinchen,131900,CB,NEVADA,9,202,0,239,1,6.8,100.0,100.0,4.6,4.6,0,0,0.0,50.1,0,32,28.6,2,0,118.8,8,40,19.8,40,0,4,8,0,114,60,3.1,14.3,0,1,5.5,76.0,97.6,6.2,4.7,0,0,0.0,61.2,0,42,0.0,0,0,128.9,19,123,60.9,126,6,10,25,2,221,122,1.9,11.6
Anthony Ward,131919,LB,WASHINGTON,2,7,0,340,0,-1.0,0.0,100.0,,6.0,0,0,0.0,62.2,0,,,0,0,39.6,0,6,85.7,6,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,1,0,0,0,0,0,0,0.0,
Justin Anderson,131922,S,AKRON,7,142,0,102,1,15.0,100.0,85.7,6.0,6.0,0,0,0.0,45.1,0,38,0.0,0,0,118.8,3,18,12.7,21,0,2,3,0,60,15,3.3,20.0,0,1,8.6,62.5,99.0,19.8,12.4,0,1,12.5,62.0,0,41,27.3,3,1,138.0,5,101,71.1,102,0,7,8,1,85,60,0.9,17.0
Ayden Hector,131933,S,COLO STATE,7,100,0,144,2,13.0,50.0,91.2,24.5,12.3,0,0,0.0,58.9,1,39,40.0,2,0,56.3,2,52,52.0,57,1,1,4,0,57,25,1.2,28.5,0,1,,,100.0,,,1,1,,58.0,0,,0.0,0,1,0.0,0,22,22.0,22,0,0,0,0,0,0,0.0,
Jackson Lataimua,131939,S,N TEXAS,5,24,0,251,0,17.0,0.0,100.0,,6.0,0,0,0.0,63.8,0,,,0,0,39.6,0,7,29.2,7,0,0,1,0,0,0,0.0,,0,0,15.4,80.0,73.3,2.8,2.2,0,0,0.0,27.9,0,25,33.3,1,0,118.8,4,11,45.8,15,1,2,5,0,69,37,6.3,17.3
Gabriel Lopez,131942,DI,NEW MEXICO,10,10,0,241,0,,,10.0,,,0,0,,57.3,0,,,0,0,0.0,0,3,30.0,30,0,0,0,0,0,0,0.0,,0,0,,,2.8,,,0,0,,55.3,0,,,0,0,0.0,0,5,50.0,176,1,0,0,0,0,0,0.0,
Amarian Williams,132048,CB,LIBERTY,11,250,0,206,2,11.3,50.0,100.0,8.8,4.4,0,2,11.1,51.0,1,35,0.0,0,1,65.5,9,86,34.4,86,0,2,18,1,114,27,1.4,12.7,0,4,5.3,77.3,100.0,8.1,6.3,1,2,9.1,62.3,1,36,16.7,4,2,106.3,17,141,56.4,141,7,16,22,1,230,128,1.7,13.5
Jarvarius Sims,132298,CB,W MICHIGAN,12,277,0,347,0,15.8,25.0,100.0,32.0,8.0,0,1,12.5,72.6,0,6,0.0,0,1,39.6,2,73,26.4,73,1,3,8,0,6,-2,0.1,3.0,0,2,9.8,50.0,98.2,13.4,6.7,0,1,4.5,59.0,0,25,6.7,1,0,64.8,11,160,57.8,163,2,12,22,0,111,45,0.8,10.1
Navonn Barrett,132846,CB,MO STATE,1,6,0,230,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.0,0.0,100.0,,3.0,0,1,100.0,70.7,0,,,0,0,39.6,0,3,50.0,3,0,0,1,0,0,0,0.0,
David Godsey Jr.,133044,CB,LA MONROE,12,394,0,209,0,17.7,53.8,99.1,13.9,7.5,0,1,7.7,67.8,0,40,44.4,4,1,120.0,7,107,27.2,108,0,5,13,1,148,56,1.5,21.1,0,0,17.5,57.1,100.0,18.6,10.6,0,4,19.0,65.7,1,49,16.7,3,3,108.3,12,237,60.2,237,3,15,21,3,196,56,0.9,16.3
Brenden Jordan,133060,S,TEXAS TECH,12,427,0,315,1,9.8,75.0,100.0,12.3,9.3,1,0,0.0,57.2,0,64,0.0,0,0,154.2,6,80,18.7,80,1,3,8,2,96,52,1.3,16.0,0,6,10.6,57.1,100.0,27.4,15.6,0,0,0.0,72.8,1,49,8.3,2,0,55.7,8,229,53.6,229,5,16,14,0,120,30,0.5,15.0
Dylan Howell,133066,ED,LA MONROE,9,5,0,209,0,,,11.1,,,0,0,,61.5,0,,,0,0,0.0,0,4,80.0,36,1,0,0,0,0,0,0.0,,0,0,,,1.4,,,0,0,,55.3,0,,0.0,0,0,0.0,0,1,20.0,74,4,1,0,0,0,0,0.0,
Anas Luqman,133626,ED,OHIO,12,14,0,259,0,,,3.8,,,0,0,,59.1,0,,100.0,1,0,0.0,0,1,7.1,26,0,0,0,0,0,0,0.0,,0,1,-1.0,100.0,4.8,5.0,5.0,0,0,0.0,64.0,0,10,33.3,2,0,85.4,2,11,78.6,227,3,3,2,0,9,11,0.9,4.5
Ken Willis,133807,CB,JAMES MAD,8,51,0,197,1,9.8,50.0,100.0,8.0,4.0,0,0,0.0,57.0,0,11,0.0,0,0,61.8,3,27,52.9,27,1,4,6,0,26,2,1.1,8.7,0,0,18.0,50.0,100.0,15.0,7.5,0,0,0.0,58.3,0,19,,0,0,122.9,1,19,37.3,19,0,0,2,1,19,0,1.3,19.0
Dontay Corleone,133825,DI,CINCINNATI,10,1,0,138,0,,,3.4,,,0,0,,59.3,0,,,0,0,0.0,0,1,100.0,29,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,118,0,0,0,0,0,0,,
Ray Coney,133963,LB,TULSA,12,321,0,320,1,-1.3,66.7,60.6,18.5,12.3,0,1,33.3,79.7,0,2,0.0,0,1,109.7,2,40,12.5,66,1,1,3,1,4,7,0.1,2.0,0,5,2.8,72.7,85.1,12.8,9.3,0,0,0.0,64.8,0,17,18.5,5,0,82.6,16,217,67.6,255,12,17,22,0,105,91,0.5,6.6
Jaydan Mayes,133971,CB,ARMY,12,305,0,114,0,10.2,80.0,96.7,6.0,4.8,0,1,20.0,57.0,0,33,0.0,0,1,141.3,4,29,9.5,30,2,3,5,1,42,5,1.8,10.5,0,2,12.9,65.4,100.0,10.8,7.0,0,2,7.7,58.0,0,50,22.2,4,2,111.5,17,186,61.0,186,1,12,26,1,263,83,1.4,15.5
Jy Gilmore,138115,S,GA TECH,9,219,0,176,0,7.5,83.3,95.0,7.2,6.0,0,1,16.7,58.5,0,13,0.0,0,1,126.4,5,38,17.4,40,1,2,6,2,29,16,0.8,5.8,0,0,8.9,50.0,90.9,17.1,8.6,0,2,12.5,60.3,0,20,15.4,2,1,60.4,8,140,63.9,154,6,11,16,0,64,58,0.5,8.0
Daniel Rickert,138135,ED,VIRGINIA,12,43,0,335,1,,,12.3,,,0,0,,64.1,0,,0.0,0,0,0.0,0,10,23.3,81,2,0,0,0,0,0,0.0,,0,1,6.0,100.0,14.5,5.7,5.7,0,0,0.0,66.4,0,14,33.3,2,0,98.6,3,18,41.9,124,4,3,3,0,23,5,1.4,7.7
Quinn Urwiler,138258,LB,N ILLINOIS,12,304,0,254,3,21.5,50.0,65.8,47.0,23.5,0,0,0.0,55.3,0,8,0.0,0,0,60.4,1,52,17.1,79,3,5,2,0,8,3,0.2,8.0,0,2,3.0,60.9,90.3,13.3,8.1,0,1,4.3,57.2,1,20,17.4,4,1,53.2,14,196,64.5,217,8,17,23,0,102,62,0.5,7.3
Jacob Ferguson,138274,ED,GA SOUTHRN,12,68,0,174,1,,,12.9,,,0,0,,64.7,0,,33.3,1,0,0.0,0,8,11.8,62,1,1,0,0,0,0,0.0,,0,1,2.5,75.0,38.6,16.0,12.0,0,0,0.0,57.8,0,11,0.0,0,0,82.3,3,51,75.0,132,1,2,4,0,17,3,0.4,5.7
Caleb Francl,138302,S,WASH STATE,12,271,0,341,1,9.6,80.0,56.9,9.3,7.4,0,1,20.0,64.7,0,21,20.0,1,1,127.9,4,41,15.1,72,3,3,5,1,26,10,0.7,6.5,0,8,3.6,81.8,86.9,7.4,6.1,0,0,0.0,72.8,2,25,32.1,9,0,61.2,18,139,51.3,160,3,11,22,0,171,127,1.3,9.5
Cale Reeder,138314,S,WASH STATE,8,168,0,341,0,8.0,80.0,98.0,11.5,9.2,0,0,0.0,64.7,0,12,0.0,0,0,91.7,4,50,29.8,51,0,4,5,0,30,10,0.7,7.5,0,0,18.5,100.0,100.0,36.5,36.5,0,0,0.0,57.0,0,30,50.0,2,0,118.8,2,76,45.2,76,1,2,2,0,44,7,0.6,22.0
Jaidyn Denis,138406,CB,MEMPHIS,9,249,0,218,0,14.4,35.7,100.0,14.6,5.2,0,2,14.3,61.6,0,12,25.0,2,0,44.6,5,77,30.9,77,1,6,14,0,43,12,0.6,8.6,0,1,25.4,37.5,99.3,46.3,17.4,0,1,12.5,63.7,1,20,0.0,0,1,52.6,3,144,57.8,145,1,8,8,1,37,5,0.3,12.3
Dylan Tucker,138424,CB,UTAH ST,9,276,0,329,0,8.6,33.3,100.0,21.0,7.0,0,1,8.3,63.3,0,14,0.0,0,0,42.4,4,89,32.2,89,1,3,12,0,32,4,0.4,8.0,0,0,9.3,73.3,99.4,13.8,10.1,0,1,6.7,62.4,0,36,15.4,2,1,122.1,11,157,56.9,158,1,11,15,1,132,29,0.9,12.0
Mikail Kamara,138455,ED,INDIANA,12,43,0,190,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,3,7.0,27,0,0,0,0,0,0,0.0,,0,0,5.3,75.0,13.9,9.3,7.0,0,0,0.0,51.9,0,19,33.3,1,0,110.4,3,28,65.1,202,3,2,4,0,44,27,1.6,14.7
Seth Naotala,138461,LB,DOMINION,12,143,0,263,0,7.0,100.0,42.9,20.0,20.0,0,0,0.0,64.0,0,8,0.0,0,0,100.0,1,21,14.7,49,1,1,1,0,8,1,0.4,8.0,0,4,1.1,40.0,72.1,25.5,10.2,0,1,10.0,69.4,1,9,25.0,3,0,8.3,4,106,74.1,147,4,5,10,0,15,25,0.1,3.8
