player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_long,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,penalties,punt_attempts,punt_fair_catches,punt_long,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,total_attempts
Dax Collins,190717,S,TULSA,12,0,320,59.9,,59.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Jacob Emmers,190724,WR,TULSA,12,0,320,54.7,,53.6,3,0,20,1,0,36,12.0,0,0,0,0,0,0,0,,3
Jewlyen Roberts,190741,TE,TULSA,11,0,320,59.9,,59.9,1,0,9,0,0,9,9.0,0,0,0,0,0,0,0,,1
Solomon Beebe,190756,HB,UAB,12,0,321,60.9,,61.0,23,1,96,0,1,597,26.0,1,0,0,0,0,0,0,,23
Amari Brundidge,190759,HB,UAB,12,0,321,63.2,,63.9,3,0,32,0,0,43,14.3,0,0,0,0,0,0,0,,3
Brayden Johnson,190769,TE,UAB,5,0,321,59.9,,59.9,1,0,5,0,0,5,5.0,0,0,0,0,0,0,0,,1
Roy Williams,190777,CB,UAB,12,0,321,58.0,,57.8,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Gage Goldberg,190784,ED,COLORADO,8,0,143,59.6,,59.5,0,2,0,0,0,0,,0,0,0,0,0,0,0,,0
Kam Mikell,190789,HB,COLORADO,10,0,143,,60.3,60.4,0,0,0,0,0,0,,0,1,0,0,1,0,0,0.0,1
Channing Goodwin,190830,WR,MICHIGAN,12,0,222,61.8,,61.9,1,0,3,0,0,3,3.0,0,0,0,0,0,0,0,,1
Drew Wagner,190897,WR,NWESTERN,10,0,256,59.4,62.3,61.1,1,0,22,0,0,22,22.0,0,14,8,7,2,0,24,1.7,15
Antonio Harris,190906,HB,PURDUE,12,0,273,54.3,,53.5,4,0,20,0,0,59,14.8,0,0,0,0,0,0,0,,4
Ty Clark III,190943,HB,WAKE,12,0,339,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Malcolm DeWalt IV,190966,CB,AKRON,12,0,102,,57.7,56.7,0,0,0,0,0,0,,1,1,0,0,1,0,0,0.0,1
Kyan Mason,190975,WR,AKRON,12,0,102,59.9,,59.9,1,0,21,0,0,21,21.0,0,0,0,0,0,0,0,,1
Sean Patrick,190981,HB,AKRON,10,0,102,59.4,60.9,60.3,1,0,3,0,0,3,3.0,0,8,6,15,1,0,43,5.4,9
Luke Reed,190982,FB,AKRON,11,0,102,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Cam Bates,190986,WR,BOISE ST,12,0,120,59.9,,59.9,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Eli Jacon-Duffy,191009,TE,BOWL GREEN,12,0,122,59.6,,59.5,1,1,2,0,0,2,2.0,0,0,0,0,0,0,0,,1
Cameron Pettaway,191013,HB,BOWL GREEN,10,0,122,71.4,,72.7,12,1,98,0,1,393,32.8,1,0,0,0,0,0,0,,12
Tommy Maher,191062,WR,COLO STATE,12,0,144,,30.3,41.3,0,0,0,0,0,0,,0,7,4,28,2,0,59,8.4,7
Dagan Myers,191065,S,COLO STATE,8,0,144,,63.9,62.5,0,0,0,0,0,0,,0,1,3,15,0,0,15,15.0,1
Jon Monteiro,191099,WR,LIBERTY,9,0,206,59.2,,59.1,10,0,32,0,0,215,21.5,1,0,0,0,0,0,0,,10
Kezion Dia-Johnson,191112,WR,UMASS,9,0,216,56.4,,55.9,2,8,12,0,0,24,12.0,1,0,0,0,0,0,0,,2
Kenyon Massey,191116,WR,UMASS,9,0,216,,45.0,50.5,0,0,0,0,0,0,,0,4,6,8,1,0,9,2.3,4
Rico Scott,191140,WR,ALABAMA,13,0,103,57.1,,56.6,3,0,17,0,0,35,11.7,0,0,0,0,0,0,0,,3
Ryan Coleman-Williams,191142,WR,ALABAMA,12,0,103,,34.3,41.0,0,0,0,0,0,0,,0,2,0,14,0,0,25,12.5,2
Carson Bruhn,191163,TE,KANSAS,8,0,198,59.9,,59.9,1,0,9,0,0,9,9.0,0,0,0,0,0,0,0,,1
Leyton Cure,191165,TE,KANSAS,12,0,198,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Xavier Gayten,191197,HB,MISS STATE,12,0,227,58.0,,57.6,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Cyrus Reyes,191207,S,MISS STATE,12,0,227,61.8,,61.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Cornell Hatcher Jr.,191215,HB,OREGON ST,12,0,265,73.0,,75.6,2,0,23,0,0,34,17.0,0,0,0,0,0,0,0,,2
Terry Bussey,191251,WR,TEXAS A&M,13,0,312,72.5,52.4,69.1,19,4,45,0,0,419,22.1,0,7,3,29,1,0,57,8.1,26
Malcolm Simmons,191278,WR,AUBURN,12,0,115,,57.3,58.4,0,0,0,0,0,0,,0,16,14,15,2,0,69,4.3,16
Aiden Flora,191300,HB,IOWA STATE,10,0,193,58.3,87.1,70.4,8,5,34,0,0,171,21.4,0,9,12,79,2,1,216,24.0,17
Carson Robbins,191311,WR,IOWA STATE,7,0,193,,61.9,61.4,0,0,0,0,0,0,,0,1,1,0,1,0,0,0.0,1
Tyseer Denmark,191333,WR,PENN STATE,7,0,266,,60.3,60.4,0,0,0,0,0,0,,0,1,0,-2,0,0,-2,-2.0,1
Corey Smith,191341,HB,PENN STATE,5,0,266,60.3,,60.4,6,0,34,0,0,139,23.2,0,0,0,0,0,0,0,,6
Anthony Speca,191342,LB,PENN STATE,10,0,266,59.9,,59.9,1,0,6,0,0,6,6.0,0,0,0,0,0,0,0,,1
Ashton Hampton,191349,CB,TEXAS TECH,11,0,315,,60.3,60.4,0,0,0,0,0,0,,1,1,0,0,1,0,0,0.0,1
J'Koby Williams,191359,HB,TEXAS TECH,12,0,315,87.4,64.5,85.8,5,0,99,0,1,207,41.4,0,2,2,16,0,0,21,10.5,7
Tristan Smith,192874,WR,CLEMSON,12,0,140,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Matthew Henry,192936,WR,W KENTUCKY,12,0,346,63.5,,64.2,2,0,50,0,1,53,26.5,0,0,0,0,0,0,0,,2
Andrew Baker,193089,LB,W MICHIGAN,12,0,347,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Derrick Eley,193128,WR,CHARLOTTE,11,0,136,73.7,64.9,74.6,18,2,88,0,1,505,28.1,0,2,4,5,0,0,5,2.5,20
Braylon Harmon,193240,WR,TENNESSEE,3,0,307,,60.3,60.4,0,0,0,0,0,0,,0,1,0,0,0,0,0,0.0,1
Caden High,196883,WR,STANFORD,12,0,300,54.0,63.1,54.5,12,1,27,0,0,237,19.8,0,2,0,2,0,0,2,1.0,14
Malachi James,196997,HB,SYRACUSE,2,0,304,56.0,,55.2,1,0,16,0,0,16,16.0,0,0,0,0,0,0,0,,1
Nick Beckwith,197023,S,AIR FORCE,12,0,101,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Landon Strother,197048,WR,LA LAFAYET,12,0,207,,61.4,61.0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0.0,1
Davien Kerr,197628,CB,SYRACUSE,12,0,304,,57.2,58.3,0,0,0,0,0,0,,0,6,14,17,0,0,19,3.2,6
King Miller,197654,HB,USC,12,0,326,59.6,,59.5,2,0,27,0,0,47,23.5,0,0,0,0,0,0,0,,2
AJ Ashworth,197828,LB,DOMINION,12,0,263,59.9,,59.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Steven Blanco,197913,HB,LA LAFAYET,9,0,207,59.6,,59.5,1,1,15,0,0,15,15.0,0,0,0,0,0,0,0,,1
Matt Long,198041,WR,AIR FORCE,12,0,101,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Dijon Lee Jr.,198087,CB,ALABAMA,13,0,103,,71.8,68.7,0,0,0,0,0,0,,0,2,0,27,0,0,32,16.0,2
Lotzeir Brooks,198090,WR,ALABAMA,12,0,103,56.6,,56.2,13,4,28,0,0,262,20.2,1,0,0,0,0,0,0,,13
Juan Berchal,198099,CB,APP STATE,9,0,108,,69.7,67.7,0,0,10,0,0,10,,0,1,0,45,0,0,45,45.0,1
Cannon DeVries,198231,CB,BYU,11,0,128,58.7,91.0,80.1,0,0,0,0,0,0,,0,2,0,14,0,0,18,9.0,2
Justin Ruffin Jr.,198249,WR,C MICHIGAN,12,0,134,58.7,62.4,60.1,1,1,21,0,0,21,21.0,0,0,2,0,0,0,0,,1
Jevon Edwards,198291,HB,COAST CAR,12,0,141,59.9,,59.9,1,0,18,0,0,18,18.0,0,0,0,0,0,0,0,,1
Dominic Knicely,198293,HB,COAST CAR,12,0,141,54.8,,53.9,3,2,16,0,0,35,11.7,0,0,0,0,0,0,0,,3
Nate Gregory,198294,LB,COAST CAR,4,0,141,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Quentin Gibson,198298,WR,COLORADO,12,0,143,64.3,51.4,62.3,25,2,46,0,0,638,25.5,0,4,1,14,0,0,29,7.3,29
Quanell Farrakhan Jr.,198299,WR,COLORADO,10,0,143,,63.3,62.1,0,0,0,0,0,0,,0,5,7,19,0,0,33,6.6,5
Nate Sheppard,198337,HB,DUKE,12,0,154,61.8,,61.9,1,0,22,0,0,22,22.0,0,0,0,0,0,0,0,,1
Andre Brown,198391,WR,FIU,5,0,166,56.9,,56.4,4,0,26,0,0,88,22.0,0,0,0,0,0,0,0,,4
Michael Scott,198579,WR,JAMES MAD,13,0,197,,63.1,62.1,0,0,0,0,0,0,,0,2,1,5,0,0,7,3.5,2
Tate Nagy,198590,WR,KANSAS,12,0,198,61.8,74.3,68.7,3,1,34,0,0,57,19.0,0,17,17,30,1,0,122,7.2,20
Monterrio Elston Jr.,198603,HB,KANSAS ST,3,0,199,62.7,,63.2,3,0,28,0,0,52,17.3,0,0,0,0,0,0,0,,3
Tommy Arnold,198623,TE,KENT STATE,10,0,201,63.5,,64.2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Da'Realyst Clark,198624,WR,KENT STATE,12,0,201,67.4,61.0,68.0,16,3,103,0,2,457,28.6,0,0,1,0,0,0,0,,16
Maurice Stephens,198633,WR,KENT STATE,2,0,201,62.8,,63.4,4,0,34,0,0,81,20.3,0,0,0,0,0,0,0,,4
Clay Thevenin,198671,HB,LA TECH,12,0,208,59.5,,59.4,7,0,21,0,0,94,13.4,0,0,0,0,0,0,0,,7
Marques Singleton Jr.,198679,WR,LA TECH,10,0,208,,73.9,69.6,0,0,0,0,0,0,,0,2,1,26,0,0,35,17.5,2
Brock Coffman,198705,WR,LOUISVILLE,3,0,210,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Ben Turner,198713,WR,MARSHALL,12,0,214,61.8,,61.9,1,0,21,0,0,21,21.0,0,0,0,0,0,0,0,,1
Iverson Howard,198726,HB,MARYLAND,12,0,215,51.8,,51.1,7,8,27,1,0,109,15.6,0,0,0,0,0,0,0,,7
Matt Adcock,198738,TE,MEMPHIS,12,0,218,59.6,,59.5,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Chase Taylor,198799,LB,MICHIGAN,9,0,222,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Andrew Marsh,198804,WR,MICHIGAN,12,0,222,53.2,65.2,54.7,12,4,39,0,0,235,19.6,0,3,1,14,0,0,35,11.7,15
Braylon Collier,198808,WR,MICH STATE,1,0,223,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
DJ Taylor,198842,HB,MIDDLE TN,10,0,224,58.0,,57.7,8,2,32,0,0,141,17.6,0,0,0,0,0,0,0,,8
Kolin Wilson,198870,HB,MISS STATE,4,0,227,59.9,60.3,60.4,0,1,0,0,0,0,,0,1,0,1,0,0,1,1.0,1
Langden Kitchen,198874,ED,MISSOURI,11,0,229,,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
DaMarion Fowlkes,198888,WR,MISSOURI,9,0,229,68.6,58.7,67.7,7,2,55,0,0,192,27.4,0,3,3,34,2,0,29,9.7,10
Teddy Hoffmann,198966,WR,NC STATE,12,0,248,,29.0,38.4,0,0,0,0,0,0,,0,8,6,12,3,0,34,4.3,8
Robby Preckel,199009,HB,NWESTERN,11,0,256,57.7,,57.2,1,1,19,0,0,19,19.0,0,0,0,0,0,0,0,,1
Charlie Christopher,199028,LB,OHIO,12,0,259,59.6,,59.5,0,2,0,0,0,0,,0,0,0,0,0,0,0,,0
Kobi Foreman,199052,CB,OKLA STATE,9,0,262,61.8,61.0,62.4,6,0,28,0,0,118,19.7,0,0,1,0,0,0,0,,6
Royal Capell,199055,WR,OKLA STATE,11,0,262,59.6,61.9,60.8,2,0,14,0,0,23,11.5,0,1,1,7,0,0,7,7.0,3
Lucas Struck,199063,S,DOMINION,12,0,263,,60.3,60.4,0,0,0,0,0,0,,2,1,0,0,1,0,0,0.0,1
Ja'Cory Thomas,199065,WR,DOMINION,11,0,263,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Hunter Malecki,199074,DI,DOMINION,12,0,263,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
D'Andre Hardeman Jr.,199105,HB,RICE,11,0,275,59.0,,58.8,0,3,0,0,0,0,,0,0,0,0,0,0,0,,0
Semaj Pierre,199107,WR,RICE,12,0,275,59.6,,59.5,1,1,14,0,0,14,14.0,0,0,0,0,0,0,0,,1
Jahari Johnson,199137,WR,S JOSE ST,11,0,285,65.2,,65.6,15,5,98,0,0,365,24.3,0,0,0,0,0,0,0,,15
Tuli Tagovailoa-Amosa,199152,WR,S JOSE ST,12,0,285,59.9,,59.9,1,0,1,0,0,1,1.0,0,0,0,0,0,0,0,,1
Link Rhodes,199156,WR,SMU,11,0,287,55.4,,54.7,8,2,40,0,0,173,21.6,0,0,0,0,0,0,0,,8
Daylon Singleton,199160,WR,SMU,7,0,287,60.4,,60.5,3,2,24,0,0,61,20.3,0,0,0,0,0,0,0,,3
Jalen Cooper,199179,WR,SMU,12,0,287,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Keenan Phillips,199183,HB,S ALABAMA,12,0,288,53.4,,52.5,3,6,19,1,0,25,8.3,0,0,0,0,0,0,0,,3
Brec Long,199187,TE,S ALABAMA,10,1,288,59.9,,59.9,1,0,27,0,0,27,27.0,1,0,0,0,0,0,0,,1
Demetres Samuel Jr.,199223,CB,SYRACUSE,12,0,304,,67.0,64.4,0,0,0,0,0,0,,0,4,5,19,0,0,39,9.8,4
Davion Kerr,199228,CB,SYRACUSE,5,0,304,64.4,,65.1,6,0,37,0,0,121,20.2,0,0,0,0,0,0,0,,6
Ed Small,199243,WR,TCU,6,0,305,59.1,64.4,61.9,2,0,24,0,0,45,22.5,0,1,4,0,0,0,0,0.0,3
Jacobe Hayes,199253,WR,TCU,6,0,305,62.5,,63.0,2,0,31,0,0,54,27.0,1,0,0,0,0,0,0,,2
Jon Denman,199271,HB,TCU,12,0,305,62.5,,62.9,6,0,40,0,0,152,25.3,0,0,0,0,0,0,0,,6
Daylan McCutcheon,199304,WR,TEXAS,11,0,311,,61.0,60.8,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Gavyn Baker,199328,FB,TROY,9,0,318,59.9,,59.9,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0
TJ Smith,199350,CB,TULANE,13,0,319,73.5,,75.6,4,0,63,0,0,132,33.0,0,0,0,0,0,0,0,,4
Oliver Mitchell Jr.,199359,WR,TULANE,13,0,319,,62.9,62.0,0,0,0,0,0,0,,0,0,3,0,0,0,0,,0
Caden Piening,199386,TE,UCF,4,0,323,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Daniel Bray,199445,HB,UTAH,8,0,328,59.6,,59.5,4,0,30,0,0,81,20.3,0,0,0,0,0,0,0,,4
Mana Carvalho,199455,WR,UTAH,8,0,328,,82.9,73.9,0,0,0,0,0,0,,0,15,11,75,1,1,207,13.8,15
Cyrus Polu,199456,LB,UTAH,12,0,328,59.9,,59.9,1,0,6,0,0,6,6.0,0,0,0,0,0,0,0,,1
TJ Tillman,199474,CB,UTEP,12,0,330,57.5,63.2,56.4,1,0,3,0,0,3,3.0,1,2,0,14,0,0,13,6.5,3
Nik Henry,199475,WR,UTEP,8,0,330,53.1,80.6,59.8,13,5,22,0,0,166,12.8,1,2,1,41,0,0,34,17.0,15
Dezmen Roebuck,199530,WR,WASHINGTON,12,0,340,61.8,51.0,56.7,1,0,10,0,0,10,10.0,0,6,6,12,0,0,22,3.7,7
TJ Green,199616,CB,BOSTON COL,10,0,121,62.4,,62.7,6,1,33,0,0,130,21.7,0,0,0,0,0,0,0,,6
Juju Preston,199631,WR,CLEMSON,1,0,140,,62.7,62.0,0,0,0,0,0,0,,0,1,1,10,0,0,10,10.0,1
Gideon Davidson,199633,HB,CLEMSON,12,0,140,59.1,,58.9,2,0,12,0,0,12,6.0,0,0,0,0,0,0,0,,2
Branden Hoch,199670,WR,FAU,11,0,165,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Kevin Roche Jr.,199680,TE,GA TECH,4,0,176,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Shane Marshall,199684,HB,GA TECH,12,0,176,45.3,,44.0,12,0,29,1,0,223,18.6,0,0,0,0,0,0,0,,12
Chance Bryant,199704,ED,HOUSTON,12,0,182,,57.7,56.7,0,0,0,0,0,0,,0,1,0,0,1,0,0,0.0,1
Jaquise Martin,199725,WR,HOUSTON,9,0,182,59.6,,59.5,2,0,10,0,0,17,8.5,0,0,0,0,0,0,0,,2
Ja'Corian Norris,199727,S,LA LAFAYET,8,0,207,90.4,,91.2,9,0,96,0,1,324,36.0,1,0,0,0,0,0,0,,9
Darrell Smith,199730,HB,LA LAFAYET,3,0,207,59.6,,59.5,2,0,17,0,0,27,13.5,0,0,0,0,0,0,0,,2
Jax Markovich,199781,TE,UMASS,10,0,216,59.2,,59.1,0,4,0,0,0,0,,0,0,0,0,0,0,0,,0
Elijah Faulkner,199784,HB,UMASS,11,0,216,59.6,,59.5,0,2,0,0,0,0,,1,0,0,0,0,0,0,,0
Isaiah Mozee,199811,HB,NEBRASKA,12,0,238,58.8,72.7,64.0,3,0,29,0,0,70,23.3,0,2,1,38,0,0,43,21.5,5
DeAree Rogers,199830,WR,N ILLINOIS,12,0,254,,70.4,66.3,0,0,0,0,0,0,,0,9,15,19,0,0,67,7.4,9
Nolan James Jr.,199837,HB,NOTRE DAME,4,0,258,59.9,,59.9,1,0,21,0,0,21,21.0,0,0,0,0,0,0,0,,1
Phillip Bell,199859,WR,OHIO STATE,4,0,260,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Dierre Hill Jr.,199870,HB,OREGON,13,0,264,62.5,,63.0,2,0,28,0,0,50,25.0,0,0,0,0,0,0,0,,2
Dakorien Moore,199882,WR,OREGON,9,0,264,,39.2,46.5,0,0,0,0,0,0,,0,4,3,19,1,0,44,11.0,4
Ellijah Washington,199885,WR,OREGON ST,4,0,265,62.9,,63.4,10,0,32,1,0,214,21.4,0,0,0,0,0,0,0,,10
Matt Henderson,199896,TE,PENN STATE,4,0,266,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Tim Burns Jr.,199928,WR,SM HOUSTON,12,0,281,62.8,63.2,63.8,12,0,98,0,1,313,26.1,0,2,1,8,0,0,12,6.0,14
Jaquel Holman,199944,S,S CAROLINA,10,0,289,59.5,,59.4,7,0,30,0,0,157,22.4,0,0,0,0,0,0,0,,7
Brian Rowe Jr.,199945,WR,S CAROLINA,11,0,289,,63.0,62.1,0,0,0,0,0,0,,0,1,1,9,0,0,9,9.0,1
Daune Morris,199973,HB,TENNESSEE,6,0,307,58.2,66.6,61.5,2,3,44,0,0,69,34.5,0,3,6,11,0,0,24,8.0,5
Jamarion Morrow,199997,HB,TEXAS A&M,13,0,312,61.4,,61.6,1,3,30,0,0,30,30.0,0,0,0,0,0,0,0,,1
Ofa Mataele,200038,HB,W MICHIGAN,11,0,347,63.5,,64.2,2,0,14,0,0,23,11.5,0,0,0,0,0,0,0,,2
Keivin Boone-Nelson II,200040,WR,W MICHIGAN,12,0,347,59.4,50.3,54.2,2,1,45,0,0,59,29.5,0,8,14,12,2,0,16,2.0,10
Devin Miles,200045,HB,W MICHIGAN,12,0,347,75.8,,77.4,20,3,72,0,0,497,24.9,0,0,0,0,0,0,0,,20
Deion DeBlanc,200073,WR,WYOMING,11,0,351,51.8,61.3,54.1,6,0,25,0,0,123,20.5,0,10,2,73,1,1,168,16.8,16
Vernell Brown III,200125,WR,FLORIDA,10,0,163,54.5,84.7,68.3,7,1,26,1,0,123,17.6,0,12,14,40,0,0,140,11.7,19
Malachi Toney,200155,WR,MIAMI FL,13,0,220,,90.3,78.4,0,0,0,0,0,0,,1,17,23,55,0,0,261,15.4,17
Noah White,200256,HB,UTAH ST,12,0,329,57.9,,57.6,1,10,29,0,0,29,29.0,0,0,0,0,0,0,0,,1
Josiah Abdullah,200272,WR,VIRGINIA,4,0,335,,61.7,61.3,0,0,0,0,0,0,,0,1,0,12,0,0,12,12.0,1
Liam Thorpe,200323,WR,STANFORD,11,0,300,57.6,54.3,55.8,2,2,21,0,0,39,19.5,0,4,14,26,1,0,31,7.8,6
Tre Richardson,200360,WR,VANDERBILT,12,0,333,75.9,,77.4,14,2,46,0,0,375,26.8,0,0,0,0,0,0,0,,14
Omar Mabson II,203971,HB,AUBURN,10,0,115,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Zay Robinson,204074,WR,IOWA STATE,3,0,193,57.9,,57.5,1,4,4,0,0,4,4.0,0,0,0,0,0,0,0,,1
Brent Gordon Jr.,204113,CB,LA LAFAYET,11,0,207,,57.7,56.7,0,0,0,0,0,0,,0,1,0,0,1,0,0,0.0,1
Braxton Jennings,204133,HB,LOUISVILLE,4,0,210,46.2,,43.4,2,0,27,0,0,52,26.0,0,0,0,0,0,0,0,,2
Trequan Jones,204200,HB,DOMINION,12,0,263,58.0,,57.6,1,0,22,0,0,22,22.0,0,0,0,0,0,0,0,,1
Tylik Hill,204299,HB,SYRACUSE,8,0,304,58.0,,57.7,12,1,38,0,0,257,21.4,0,0,0,0,0,0,0,,12
Tristian Gentry,204356,WR,TEXAS TECH,7,0,315,79.3,77.7,79.8,3,0,29,0,0,79,26.3,0,10,3,19,0,0,65,6.5,13
Kelvin Washington,204369,HB,TULSA,4,0,320,60.4,,60.5,7,2,39,0,0,174,24.9,0,0,0,0,0,0,0,,7
Logan Christensen,204394,S,UNLV,12,0,325,59.1,,58.9,2,0,16,0,0,31,15.5,2,0,0,0,0,0,0,,2
Jamar Searcy,204448,HB,WAKE,4,0,339,58.0,,57.6,2,0,18,0,0,34,17.0,0,0,0,0,0,0,0,,2
Kaleb Edwards,204602,TE,ALABAMA,13,0,103,59.9,,59.9,1,0,3,0,0,3,3.0,0,0,0,0,0,0,0,,1
Christopher Climes,204734,DI,BUFFALO,4,0,126,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Henry Dryden,204752,TE,C MICHIGAN,12,0,134,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Javion Kinnard,204805,HB,COLO STATE,11,0,144,59.9,90.0,78.0,0,1,0,0,0,0,,0,6,5,91,0,1,138,23.0,6
Malichi Greaves,204823,HB,UCONN,4,0,146,,,,0,0,19,0,0,19,,0,0,0,0,0,0,0,,0
TJ Peyton,204900,HB,GA STATE,10,0,175,49.9,,49.1,20,2,34,2,0,369,18.5,0,0,0,0,0,0,0,,20
Kyle Washington,204905,WR,GA STATE,12,0,175,57.5,,57.2,8,5,24,0,0,146,18.3,0,0,0,0,0,0,0,,8
Gabe Glover,204935,WR,JVILLE ST,12,0,196,56.9,65.4,60.0,5,4,21,0,0,88,17.6,0,0,7,0,0,0,0,,5
Karson Moss,204965,LB,KENNESAW,11,0,200,59.9,,59.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Dominic Kelley,205190,FB,NEVADA,8,0,239,66.5,,67.2,1,0,18,0,0,18,18.0,0,0,0,0,0,0,0,,1
Shanard Clower,205247,WR,N CAROLINA,10,0,245,60.6,,60.7,4,0,25,0,0,86,21.5,0,0,0,0,0,0,0,,4
Jaylen McGill,205251,HB,N CAROLINA,10,0,245,57.8,,57.5,8,1,32,0,0,158,19.8,0,0,0,0,0,0,0,,8
Triston White,205265,HB,N ILLINOIS,2,0,254,61.8,,61.9,1,0,26,0,0,26,26.0,0,0,0,0,0,0,0,,1
Landon Tate,205276,WR,N ILLINOIS,10,0,254,61.8,,61.9,1,0,15,0,0,15,15.0,0,0,0,0,0,0,0,,1
Kamar Archie,205358,LB,RUTGERS,6,0,278,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Nick Townsend,205406,TE,TEXAS,12,0,311,63.5,,64.2,2,0,18,0,0,21,10.5,0,0,0,0,0,0,0,,2
Tanook Hines,205454,WR,USC,12,0,326,56.9,,56.4,4,0,19,0,0,53,13.3,1,0,0,0,0,0,0,,4
CJ Simon,205462,WR,UTEP,2,0,330,61.8,,62.2,1,3,23,0,0,23,23.0,0,0,0,0,0,0,0,,1
Leander Parrish,205473,ED,UTEP,3,0,330,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Christian Neptune,206238,WR,USF,10,0,327,59.9,67.8,64.6,1,0,11,0,0,11,11.0,0,2,10,7,0,0,12,6.0,3
Trae Nickelson III,206409,WR,APP STATE,3,0,108,49.2,,47.3,5,0,28,1,0,78,15.6,0,0,0,0,0,0,0,,5
Bo MacCormack III,207813,HB,BOSTON COL,10,0,121,52.9,,52.1,7,4,23,0,0,124,17.7,0,0,0,0,0,0,0,,7
Marcus Upton,207817,S,BOSTON COL,9,0,121,59.9,,59.9,1,0,21,0,0,21,21.0,0,0,0,0,0,0,0,,1
Peyton Plott,207861,WR,GA SOUTHRN,11,0,174,60.7,64.5,62.8,7,0,32,0,0,136,19.4,0,9,16,22,2,0,71,7.9,16
