player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_long,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,penalties,punt_attempts,punt_fair_catches,punt_long,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,total_attempts
Michael Buckley,156001,WR,NEW MEXICO,5,0,241,,32.1,42.0,0,0,0,0,0,0,,0,3,4,3,2,0,0,0.0,3
Rocky Beers,156005,TE,COLO STATE,12,0,144,59.4,,59.2,1,2,14,0,0,14,14.0,0,0,0,0,0,0,0,,1
Jeremiah Franklin,156225,TE,BOSTON COL,12,0,121,57.5,,57.3,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Antonio Williams,156241,WR,CLEMSON,10,0,140,,73.3,68.3,0,0,0,0,0,0,,0,4,10,30,0,0,44,11.0,4
Caleb Nix,156242,S,JVILLE ST,12,0,196,,66.1,64.0,0,0,0,0,0,0,,0,3,3,15,0,0,30,10.0,3
Adam Randall,156252,HB,CLEMSON,12,0,140,53.7,,53.1,8,3,32,0,0,189,23.6,0,0,0,0,0,0,0,,8
Eric Weatherly,156259,WR,BALL ST,12,0,117,65.8,41.9,55.2,4,0,24,0,0,65,16.3,0,2,2,-3,0,0,-8,-4.0,6
Rodney Hill,156290,HB,ARKANSAS,11,0,111,54.1,,53.6,10,3,29,0,0,240,24.0,0,0,0,0,0,0,0,,10
Chris Bell,156321,WR,LOUISVILLE,11,0,210,59.9,,59.9,1,0,11,0,0,11,11.0,0,0,0,0,0,0,0,,1
Maurice Turner,156329,HB,TULANE,8,0,319,59.4,,59.3,1,0,18,0,0,18,18.0,0,0,0,0,0,0,0,,1
Wesley Bissainthe,156341,LB,MIAMI FL,13,0,220,67.3,,68.8,2,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,2
Jaleel Skinner,156343,TE,LOUISVILLE,12,0,210,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
George Pettaway,156351,HB,JAMES MAD,11,0,197,57.1,,56.6,2,0,24,0,0,38,19.0,0,0,0,0,0,0,0,,2
Jaylin Lucas,156396,HB,FLORIDA ST,12,0,167,61.9,36.7,55.5,9,0,41,0,0,230,25.6,0,3,0,21,1,0,15,5.0,12
Kaden Wetjen,156448,WR,IOWA,12,0,192,66.0,95.5,90.3,15,0,103,1,1,435,29.0,1,19,15,95,0,3,538,28.3,34
Kyion Grayes,156480,WR,CAL,7,0,130,,60.3,60.4,0,0,0,0,0,0,,0,1,0,0,0,0,0,0.0,1
Omari Hayes,156520,WR,TULANE,13,0,319,,72.4,67.4,0,0,0,0,0,0,,0,13,19,16,0,0,61,4.7,13
Jayshon Platt,156522,WR,FAU,12,0,165,56.4,,56.1,25,0,53,0,0,622,24.9,0,0,0,0,0,0,0,,25
Steven Shannon,156560,ED,FIU,11,0,166,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Dean Connors,156624,HB,HOUSTON,12,0,182,58.4,,58.1,1,0,1,0,0,1,1.0,0,0,0,0,0,0,0,,1
Miller McCrumby,156653,TE,S ALABAMA,12,0,288,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Matthew McDoom,156676,CB,CINCINNATI,12,0,138,56.3,,55.7,2,3,23,0,0,41,20.5,0,0,0,0,0,0,0,,2
Wayne Knight,156712,HB,JAMES MAD,13,0,197,85.3,82.4,80.4,4,0,97,0,0,169,42.3,0,20,23,22,1,0,152,7.6,24
Titus Lyons,156861,TE,TEXAS ST,12,0,314,39.9,,36.0,3,2,11,1,0,20,6.7,2,0,0,0,0,0,0,,3
Bobby Golden,156892,WR,LOUISVILLE,4,0,210,55.8,63.8,57.8,1,0,8,0,0,8,8.0,0,3,0,7,1,0,9,3.0,4
Jonathan Brady,156940,WR,INDIANA,12,0,190,60.0,84.1,74.0,0,0,0,0,0,0,,0,18,19,91,0,1,315,17.5,18
Justin Fisher,156962,WR,NOTRE DAME,1,0,258,59.9,,59.9,1,0,5,0,0,5,5.0,0,0,0,0,0,0,0,,1
Josh Burnham,156977,ED,NOTRE DAME,12,0,258,59.6,,59.5,2,0,9,0,0,18,9.0,0,0,0,0,0,0,0,,2
Jadarian Price,156985,HB,NOTRE DAME,12,0,258,77.6,,79.4,12,0,102,0,2,454,37.8,0,0,0,0,0,0,0,,12
Kendrick Law,157004,WR,KENTUCKY,12,0,202,57.8,72.6,61.8,9,3,40,0,0,178,19.8,1,3,6,11,0,0,8,2.7,12
Omari Kelly,157048,WR,MICH STATE,12,0,223,,59.4,59.6,0,0,0,0,0,0,,0,12,18,83,0,0,146,12.2,12
Micah Riley,157053,TE,TEXAS A&M,13,0,312,52.4,,51.6,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Dane Key,157100,WR,NEBRASKA,12,0,238,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Fitzgerald West Jr.,157107,DI,LA LAFAYET,12,0,207,59.9,,59.9,1,0,11,0,0,11,11.0,0,0,0,0,0,0,0,,1
Javen Nicholas,157109,WR,CHARLOTTE,12,0,136,,84.2,74.7,0,0,0,0,0,0,,0,8,21,26,0,0,99,12.4,8
Tavorus Jones,157157,HB,MISSOURI,10,0,229,64.9,,65.7,6,3,24,0,0,96,16.0,0,0,0,0,0,0,0,,6
Ja'Marion Wayne,157164,CB,COAST CAR,11,0,141,59.9,,59.9,1,0,26,0,0,26,26.0,0,0,0,0,0,0,0,,1
Javen Jacobs,157190,HB,UTAH ST,12,0,329,57.4,69.3,62.5,7,3,25,0,0,135,19.3,0,8,13,8,0,0,31,3.9,15
Nuer Gatkuoth,157215,ED,WAKE,11,0,339,59.9,,59.9,1,0,11,0,0,11,11.0,0,0,0,0,0,0,0,,1
Collin Wright,157276,CB,STANFORD,9,0,300,,61.4,61.0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Major Everhart,157295,WR,TCU,9,0,305,61.5,,61.7,9,3,30,0,0,197,21.9,0,0,0,0,0,0,0,,9
Coy Eakin,157337,WR,TEXAS TECH,12,0,315,,68.3,65.0,0,0,0,0,0,0,,0,9,18,36,2,0,121,13.4,9
TK King,157338,WR,NEW MEX ST,8,0,242,54.7,68.7,58.9,10,0,38,0,0,224,22.4,0,7,5,34,1,0,66,9.4,17
Brylan Green,157386,S,LIBERTY,10,0,206,,64.9,63.2,0,0,0,0,0,0,,0,2,4,4,0,0,6,3.0,2
A'Khori Jones,157391,S,LIBERTY,12,0,206,76.0,,79.2,2,0,34,0,0,48,24.0,0,0,0,0,0,0,0,,2
Michael Allen,157405,HB,MARSHALL,8,0,214,59.9,,59.9,1,0,17,0,0,17,17.0,0,0,0,0,0,0,0,,1
Tate Carney,157522,FB,WAKE,12,0,339,59.9,,59.9,1,0,26,0,0,26,26.0,0,0,0,0,0,0,0,,1
Demond Claiborne,157523,HB,WAKE,12,0,339,59.4,,59.3,1,0,18,0,0,18,18.0,0,0,0,0,0,0,0,,1
Wesley Grimes,157534,WR,NC STATE,11,0,248,,64.9,63.2,0,0,0,0,0,0,,0,0,6,0,0,0,0,,0
Derrell Farrar,157552,LB,LIBERTY,11,0,206,59.9,,59.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Quaron Adams,157566,WR,CAL,11,0,130,59.6,60.3,60.2,1,1,21,0,0,21,21.0,0,1,0,0,0,0,0,0.0,2
Caden Kock,157570,S,IOWA STATE,12,0,193,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Tucker Holloway,157640,WR,VA TECH,4,0,337,,66.8,64.3,0,0,0,0,0,0,,0,7,4,9,0,0,29,4.1,7
Xayvion Turner-Bradshaw,157644,WR,MARSHALL,12,0,214,62.8,29.3,56.7,23,4,36,0,0,539,23.4,0,2,0,0,1,0,0,0.0,25
Charlie Coenen,157678,WR,WYOMING,12,0,351,,73.0,67.9,0,0,0,0,0,0,,0,10,10,37,1,0,68,6.8,10
Caleb Merritt,157681,CB,WYOMING,12,0,351,59.6,,59.5,2,0,20,0,0,21,10.5,1,0,0,0,0,0,0,,2
Tyreak Sapp,157752,ED,FLORIDA,12,0,163,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Sterling Lockett,157758,WR,KANSAS ST,12,0,199,56.4,53.9,55.0,2,0,24,0,0,45,22.5,0,13,11,22,2,0,60,4.6,15
Anthony Frias II,157762,HB,UCLA,12,0,324,56.2,,55.7,10,0,27,0,0,181,18.1,0,0,0,0,0,0,0,,10
Braylin Presley,157793,HB,TULSA,12,0,320,57.7,,57.5,9,2,33,0,0,196,21.8,0,0,0,0,0,0,0,,9
Matt Coleman,157831,WR,S JOSE ST,10,0,285,60.0,62.7,61.4,0,0,0,0,0,0,,0,1,1,7,0,0,7,7.0,1
Jabari Bates,157835,HB,S JOSE ST,4,0,285,55.9,,55.3,6,2,21,0,0,96,16.0,0,0,0,0,0,0,0,,6
Bam McReynolds,157876,HB,LA MONROE,12,0,209,53.2,,52.2,4,4,12,0,0,28,7.0,0,0,0,0,0,0,0,,4
Cade Harris,157896,WR,AIR FORCE,12,0,101,52.7,68.1,56.6,7,14,27,0,0,153,21.9,0,3,13,7,0,0,8,2.7,10
Dane Pardridge,158042,WR,RUTGERS,2,0,278,,61.0,60.8,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Robert Spears-Jennings,158074,S,OKLAHOMA,13,0,261,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Gavin Freeman,158078,WR,OKLA STATE,12,0,262,49.2,71.7,58.1,3,9,30,0,0,46,15.3,0,17,12,12,0,0,52,3.1,20
Jordan Anderson,158194,TE,ILLINOIS,12,0,187,59.9,,59.9,1,0,20,0,0,20,20.0,0,0,0,0,0,0,0,,1
Hank Beatty,158198,WR,ILLINOIS,12,0,187,,79.8,71.9,0,0,0,0,0,0,,0,13,11,69,1,1,213,16.4,13
Shawn Miller,158219,WR,NEW MEXICO,11,0,241,,34.8,43.8,0,0,0,0,0,0,,1,3,3,0,2,0,-5,-1.7,3
Victor Snow,158249,WR,BUFFALO,12,0,126,59.4,76.0,69.1,1,0,5,0,0,5,5.0,1,20,23,65,1,1,210,10.5,21
Donovan Brown,158293,WR,S DIEGO ST,12,0,284,67.1,60.0,68.3,3,0,24,0,0,68,22.7,0,0,0,0,0,0,0,,3
Jaydn Ott,158325,HB,OKLAHOMA,7,0,261,53.7,,52.4,1,1,1,0,0,1,1.0,0,0,0,0,0,0,0,,1
Dalen Cobb,158341,WR,GA SOUTHRN,11,0,174,69.5,,70.4,19,0,95,0,1,518,27.3,0,0,0,0,0,0,0,,19
Josh Dallas,158343,WR,GA SOUTHRN,3,0,174,,61.9,61.4,0,0,0,0,0,0,,0,1,1,0,0,0,0,0.0,1
Terrance Gibbs,158348,HB,GA SOUTHRN,7,0,174,61.8,,61.9,1,0,34,0,0,34,34.0,0,0,0,0,0,0,0,,1
Joshua Thompson,158368,WR,UTEP,4,0,330,62.8,,63.4,4,0,25,0,0,64,16.0,0,0,0,0,0,0,0,,4
Tyrell Henry,158385,WR,WISCONSIN,10,0,349,,74.0,68.4,0,0,0,0,0,0,,0,10,16,35,0,0,87,8.7,10
Rayshawn Pleasant,158424,CB,AUBURN,11,0,115,72.0,,73.1,17,2,98,0,1,420,24.7,0,0,0,0,0,0,0,,17
Xavier Townsend,158455,WR,IOWA STATE,10,0,193,58.6,66.1,62.5,2,1,17,0,0,17,8.5,0,2,7,4,1,0,5,2.5,4
Raleek Brown,158458,HB,ARIZONA ST,12,0,110,57.1,65.2,60.1,2,5,24,0,0,35,17.5,0,2,3,28,0,0,31,15.5,4
Jaylon Glover,158484,HB,UNLV,12,0,325,56.0,,55.7,16,5,30,0,0,316,19.8,0,0,0,0,0,0,0,,16
Jaylen Jenkins,158512,HB,TEXAS ST,12,0,314,75.3,,76.6,23,0,102,0,1,676,29.4,0,0,0,0,0,0,0,,23
Leyton Smithson,158525,WR,WASH STATE,11,0,341,54.7,,54.2,10,1,28,0,0,199,19.9,0,0,0,0,0,0,0,,10
Kody Jones,158538,S,KENNESAW,10,0,200,56.6,,56.1,9,1,39,0,0,169,18.8,0,0,0,0,0,0,0,,9
Michael Allen,158550,S,BAYLOR,9,0,118,59.6,,59.5,2,0,26,0,0,42,21.0,0,0,0,0,0,0,0,,2
LaKelsey Johnson Jr.,158559,TE,BAYLOR,12,0,118,59.6,,59.5,2,0,14,0,0,20,10.0,0,0,0,0,0,0,0,,2
Victor Rosa,158629,HB,UCONN,12,0,146,67.1,,68.4,4,0,28,0,0,92,23.0,0,0,0,0,0,0,0,,4
Vinny Anthony II,158687,WR,WISCONSIN,12,0,349,66.9,,67.6,16,0,94,0,1,448,28.0,0,0,0,0,0,0,0,,16
Cade Yacamelli,158712,HB,WISCONSIN,10,0,349,58.4,,58.1,4,1,27,0,0,83,20.8,0,0,0,0,0,0,0,,4
Jonah Coleman,158717,HB,WASHINGTON,11,0,340,63.2,,63.9,3,0,26,0,0,57,19.0,0,0,0,0,0,0,0,,3
Rayshon Luke,158732,HB,FRESNO ST,12,0,169,69.9,,71.0,16,1,99,0,0,415,25.9,0,0,0,0,0,0,0,,16
Greg Desrosiers Jr.,158759,HB,MEMPHIS,10,0,218,65.8,,66.9,3,2,17,0,0,40,13.3,0,0,0,0,0,0,0,,3
Jacquon Gibson,158762,WR,UMASS,10,0,216,58.7,64.5,60.6,3,8,29,0,0,73,24.3,0,0,5,0,0,0,0,,3
T.Y. Harding,158763,WR,UMASS,3,0,216,57.4,61.4,58.0,0,2,0,0,0,0,,0,0,1,0,0,0,0,,0
Eric Butler,158780,CB,S DIEGO ST,12,0,284,,60.5,60.7,0,0,0,0,0,0,,0,1,0,22,0,0,22,22.0,1
Josh Hunter,158791,S,S DIEGO ST,12,0,284,61.8,,61.9,1,0,25,0,0,25,25.0,1,0,0,0,0,0,0,,1
Mikey Welsh,158809,WR,S DIEGO ST,11,0,284,,70.1,66.2,0,0,0,0,0,0,,0,8,9,10,0,0,31,3.9,8
Jordan Dwyer,158967,WR,TCU,12,0,305,,81.9,73.3,0,0,0,0,0,0,,0,7,15,53,0,0,77,11.0,7
Anthony Woods,158969,HB,UCLA,11,0,324,59.6,,59.5,2,0,19,0,0,36,18.0,0,0,0,0,0,0,0,,2
Quincy Craig,159061,HB,ARIZONA,11,0,109,62.3,,62.7,2,1,23,0,0,43,21.5,0,0,0,0,0,0,0,,2
Cooper Barkate,159333,WR,DUKE,12,1,154,,63.9,62.6,0,0,0,0,0,0,,1,0,4,0,0,0,0,,0
Makai Jackson,159480,WR,INDIANA,4,0,190,,62.2,61.6,0,0,0,0,0,0,,0,1,0,11,0,0,11,11.0,1
Joedrick Lewis,159624,CB,BALL ST,12,0,117,,50.4,54.0,0,0,0,0,0,0,,0,7,6,9,1,0,25,3.6,7
Desmond Reid,159936,HB,PITTSBURGH,7,0,268,,90.5,80.6,0,0,0,0,0,0,,0,5,0,88,0,1,105,21.0,5
Rod Daniels,160252,ED,KENNESAW,12,0,200,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
VJ Wilkins,160356,WR,BOSTON COL,9,0,121,59.6,,59.5,2,0,21,0,0,38,19.0,0,0,0,0,0,0,0,,2
Qua Ashley,160363,HB,BALL ST,10,0,117,55.2,,54.6,11,0,27,0,0,212,19.3,0,0,0,0,0,0,0,,11
Davis Bryson,160369,WR,KENNESAW,12,0,200,57.1,,56.6,10,2,29,0,0,214,21.4,0,0,0,0,0,0,0,,10
Kevin Coleman Jr.,160756,WR,MISSOURI,12,0,229,,83.1,73.6,0,0,0,0,0,0,,0,15,30,67,0,1,189,12.6,15
Cameren Smith,161150,HB,CHARLOTTE,11,0,136,59.9,,59.9,1,0,15,0,0,15,15.0,1,0,0,0,0,0,0,,1
Ismail Mahdi,161419,HB,ARIZONA,12,0,109,56.7,,56.2,4,1,22,0,0,82,20.5,0,0,0,0,0,0,0,,4
Jake Reichle,162441,FB,OREGON ST,12,0,265,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Jadyn Marshall,162460,WR,UCLA,1,0,324,57.7,,57.2,2,0,19,0,0,37,18.5,0,0,0,0,0,0,0,,2
Denzel Boston,162481,WR,WASHINGTON,11,0,340,,66.6,64.1,0,0,0,0,0,0,,0,8,8,78,1,1,112,14.0,8
Sutton Smith,162530,HB,MEMPHIS,12,0,218,64.3,78.7,71.4,5,2,99,1,1,152,30.4,0,15,15,34,0,0,125,8.3,20
Liam Barbee,162534,LB,NAVY,11,0,237,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Brandon Chatman,162541,HB,NAVY,12,0,237,,69.5,65.8,0,0,0,0,0,0,,0,6,13,18,0,0,50,8.3,6
Eli Heidenreich,162554,FB,NAVY,12,0,237,67.3,,68.8,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Carl Chester,162627,WR,SO MISS,12,0,296,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Cam Barfield,162657,HB,HAWAII,12,0,180,69.5,,70.4,9,15,86,0,1,268,29.8,0,0,0,0,0,0,0,,9
Isaiah Farris,162662,CB,BOSTON COL,12,0,121,,68.4,65.3,0,0,0,0,0,0,,0,8,2,21,0,0,78,9.8,8
Will Hardy,162751,S,N CAROLINA,12,0,245,56.7,68.0,62.7,2,1,17,0,0,26,13.0,0,8,18,22,0,0,72,9.0,10
Kyle Louis,162770,LB,PITTSBURGH,11,0,268,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Octavian Smith Jr.,162805,WR,MARYLAND,12,0,215,,64.5,63.0,0,0,0,0,0,0,,0,2,2,10,0,0,19,9.5,2
Chibi Anwunah,162809,DI,MICHIGAN,12,0,222,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Joseph Himon II,162843,HB,NWESTERN,11,0,256,60.0,,60.0,5,0,39,0,0,133,26.6,0,0,0,0,0,0,0,,5
Kaleb Brown,162861,WR,UAB,10,0,321,,63.2,62.2,0,0,0,0,0,0,,0,2,1,5,0,0,5,2.5,2
Hudson Miller,162887,LB,TOLEDO,11,0,316,55.7,,54.8,1,1,3,0,0,3,3.0,1,0,0,0,0,0,0,,1
Quinton Jackson,163001,HB,RICE,12,0,275,56.6,,56.3,12,3,32,0,0,234,19.5,0,0,0,0,0,0,0,,12
Taven Curry,163012,HB,AKRON,6,0,102,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Iverson Hooks,163020,WR,UAB,12,0,321,59.9,70.2,66.1,1,0,1,0,0,1,1.0,0,10,5,28,0,0,110,11.0,11
K.D. Hutchinson,163045,WR,W KENTUCKY,12,0,346,,49.7,53.6,0,0,0,0,0,0,,0,2,13,1,1,0,1,0.5,2
Easton Messer,163051,WR,FAU,12,0,165,59.4,83.6,73.7,1,0,3,0,0,3,3.0,0,13,13,60,1,0,253,19.5,14
Cam Pickett,163093,WR,KANSAS,12,0,198,60.0,,60.0,0,0,30,0,0,30,,0,0,0,0,0,0,0,,0
Maximus Webster,163100,TE,BALL ST,12,0,117,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Trey Johnson,163108,WR,BOWL GREEN,11,0,122,59.4,,59.2,3,0,8,0,0,13,4.3,0,0,0,0,0,0,0,,3
Trell Harris,163133,WR,VIRGINIA,12,0,335,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Chrishon McCray,163139,WR,MICH STATE,11,0,223,53.1,,52.3,2,5,20,0,0,30,15.0,0,0,0,0,0,0,0,,2
Noah Short,163220,HB,ARMY,12,0,114,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Evan Johnson,163250,CB,BYU,12,0,128,,60.3,60.4,0,0,0,0,0,0,,0,1,0,2,0,0,2,2.0,1
Parker Kingston,163251,WR,BYU,12,0,128,60.0,54.2,56.3,0,0,0,0,0,0,,0,15,9,55,1,1,185,12.3,15
DeAndre Gill Jr.,163322,ED,COLO STATE,11,0,144,59.9,,59.9,1,0,10,0,0,10,10.0,0,0,0,0,0,0,0,,1
Jermarius Lewis,163354,S,UTSA,9,0,331,,60.5,60.7,0,0,0,0,0,0,,0,1,0,2,0,0,2,2.0,1
Christian Washington,163362,HB,S DIEGO ST,12,0,284,73.7,,76.4,3,0,32,0,0,74,24.7,0,0,0,0,0,0,0,,3
JD Drew,163429,CB,TULSA,12,0,320,59.9,,59.9,1,0,1,0,0,1,1.0,0,0,0,0,0,0,0,,1
Christopher Wallace Jr.,163553,S,S ALABAMA,12,0,288,59.9,,59.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Davis Dalton,163558,WR,SO MISS,12,0,296,59.9,,59.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
DJ Epps,163572,WR,TROY,12,0,318,51.3,,50.6,19,5,38,0,0,399,21.0,0,0,0,0,0,0,0,,19
Fabian Rogosch,163576,TE,TROY,11,0,318,59.9,,59.9,1,0,6,0,0,6,6.0,0,0,0,0,0,0,0,,1
Emmanuel Henderson Jr.,163595,WR,KANSAS,12,0,198,68.5,,69.2,19,1,94,0,1,461,24.3,0,0,0,0,0,0,0,,19
Shazz Preston,163610,WR,TULANE,13,0,319,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Landon Phipps,163641,CB,ARKANSAS,12,0,111,58.9,,58.6,1,0,13,0,0,13,13.0,0,0,0,0,0,0,0,,1
Isaiah Sategna III,163642,WR,OKLAHOMA,13,0,261,54.2,83.0,68.8,0,7,0,0,0,0,,0,24,38,43,1,0,321,13.4,24
Zavion Thomas,163697,WR,LSU,12,0,211,58.9,64.2,62.1,1,0,22,0,0,22,22.0,0,17,19,39,1,0,142,8.4,18
Squirrel White,163776,WR,FLORIDA ST,10,1,167,,65.1,63.1,0,0,0,0,0,0,,1,7,18,23,1,0,46,6.6,7
Josh Kattus,163777,TE,KENTUCKY,11,0,202,59.9,,59.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Barion Brown,163779,WR,LSU,12,0,211,65.9,60.3,66.6,13,1,47,0,0,313,24.1,0,0,1,6,0,0,6,,13
Brandon White,163781,WR,HAWAII,11,0,180,53.7,,52.4,2,0,21,0,0,21,10.5,0,0,0,0,0,0,0,,2
Parker Clark,163828,WR,TCU,4,0,305,59.9,,59.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Ky Woods,163868,HB,NEVADA,12,0,239,56.8,,56.5,12,0,99,0,1,337,28.1,0,0,0,0,0,0,0,,12
Kenny Odom,164032,WR,UTEP,11,0,330,59.4,,59.3,1,0,16,0,0,16,16.0,0,0,0,0,0,0,0,,1
Austin Brawley,164120,S,NEW MEXICO,4,0,241,,63.5,62.3,0,0,0,0,0,0,,0,1,2,0,0,0,0,0.0,1
JoJo Bermudez,164134,WR,TEMPLE,12,0,306,58.5,91.6,80.0,4,0,24,0,0,67,16.8,0,11,7,37,0,0,147,13.4,15
Omari Evans,164168,WR,WASHINGTON,10,0,340,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Tyler Holzworth,164173,HB,PENN STATE,11,0,266,59.1,,58.9,1,1,9,0,0,9,9.0,0,0,0,0,0,0,0,,1
Nicholas Singleton,164188,HB,PENN STATE,12,0,266,62.3,,62.7,7,0,33,0,0,145,20.7,0,0,0,0,0,0,0,,7
Keon Wylie,164193,LB,PENN STATE,12,0,266,59.9,,59.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Demarcus Lacey,164301,WR,MARSHALL,12,0,214,,62.8,61.6,0,0,0,0,0,0,,0,19,18,43,1,0,209,11.0,19
Chase Belcher,164410,HB,KENNESAW,11,0,200,61.8,61.0,65.3,1,0,8,0,0,8,8.0,0,0,1,0,0,0,0,,1
Jmariyae Robinson,164812,WR,MO STATE,11,0,230,67.3,,68.4,10,0,28,0,0,207,20.7,0,0,0,0,0,0,0,,10
Boogie Trotter,165156,CB,MARSHALL,12,0,214,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Christian Berry,165211,TE,KENT STATE,12,0,201,59.1,,58.9,2,3,10,0,0,17,8.5,0,0,0,0,0,0,0,,2
T.J. Magee,165223,CB,UMASS,3,0,216,72.1,,73.3,1,0,57,0,0,57,57.0,0,0,0,0,0,0,0,,1
Colin Chase,165302,WR,TEMPLE,12,0,306,60.0,65.4,63.0,0,0,0,0,0,0,,0,0,7,0,0,0,0,,0
C'Quan Jnopierre,165468,WR,FIU,10,0,166,65.0,43.1,56.7,16,0,35,0,0,382,23.9,0,7,18,33,2,0,46,6.6,23
Floyd Chalk,167095,HB,S JOSE ST,4,0,285,57.5,,57.3,1,0,8,0,0,8,8.0,0,0,0,0,0,0,0,,1
Juan Salas,168120,S,E MICHIGAN,12,0,160,,62.9,61.8,0,0,0,0,0,0,,0,6,4,37,0,0,55,9.2,6
DeKalon Taylor,168419,HB,COLORADO,4,0,143,59.4,42.8,49.2,1,0,23,0,0,23,23.0,0,1,5,11,0,0,11,11.0,2
Kole Wilson,168441,WR,BAYLOR,12,0,118,57.5,,57.4,30,2,53,0,0,708,23.6,0,0,0,0,0,0,0,,30
Antonio Meeks,168551,WR,LOUISVILLE,12,0,210,,60.3,60.4,0,0,0,0,0,0,,1,1,0,2,0,0,2,2.0,1
Mel Brown,169178,HB,UCONN,4,0,146,65.2,,66.0,8,0,27,0,0,161,20.1,0,0,0,0,0,0,0,,8
Malik Benson,169698,WR,OREGON,13,0,264,,73.1,68.1,0,0,0,0,0,0,,0,7,7,85,0,1,127,18.1,7
Zeke Moore,169916,TE,BOSTON COL,12,0,121,59.6,,59.5,2,0,14,0,0,24,12.0,0,0,0,0,0,0,0,,2
Gemari Sands,169923,HB,FAU,12,0,165,59.9,,59.9,1,0,6,0,0,6,6.0,0,0,0,0,0,0,0,,1
Jabari Smith Jr.,169926,WR,FAU,11,0,165,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Brendan Doyle,169941,TE,STANFORD,12,0,300,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Christian Ross,169953,TE,MEMPHIS,12,0,218,59.6,,59.5,1,1,2,0,0,2,2.0,0,0,0,0,0,0,0,,1
Rob Billings IV,170002,S,CLEMSON,12,0,140,,60.3,60.4,0,0,0,0,0,0,,0,1,0,1,0,0,1,1.0,1
Tyler Brown,170003,WR,CLEMSON,12,0,140,63.0,,63.6,2,0,26,0,0,48,24.0,0,0,0,0,0,0,0,,2
Que'Sean Brown,170041,WR,DUKE,12,0,154,,59.1,59.5,0,0,0,0,0,0,,0,9,6,78,3,1,112,12.4,9
Peyton Jones,170051,HB,DUKE,4,0,154,58.5,,58.3,4,0,29,0,0,88,22.0,0,0,0,0,0,0,0,,4
Riley Williams,170100,TE,OREGON ST,9,0,265,59.9,,59.9,1,0,1,0,0,1,1.0,0,0,0,0,0,0,0,,1
Rusty VanWetzinga IV,170177,TE,C MICHIGAN,12,0,134,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
TJ Washington Jr.,170178,HB,IOWA,11,0,192,58.2,,57.9,4,0,29,1,0,68,17.0,0,0,0,0,0,0,0,,4
Ezekiel Avit,170183,WR,FRESNO ST,11,0,169,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
